# Tc Rp/Rs a/Rs F0 sigma
4.795546540890247011e-03 1.237005040469851304e-02 3.795021771461188465e+00 1.000010340407676335e+00 3.479752333129406376e-05
4.795546540890247011e-03 1.237005040469851304e-02 3.795021771461188465e+00 1.000010340407676335e+00 3.479752333129406376e-05
4.152439880285491158e-03 1.218844744226744298e-02 3.768243370027659633e+00 9.999943239513982007e-01 4.190991581119550948e-05
4.152439880285491158e-03 1.218844744226744298e-02 3.768243370027659633e+00 9.999943239513982007e-01 4.190991581119550948e-05
3.242665932805144369e-03 1.163427773667831747e-02 3.843104435295432886e+00 1.000002421690698640e+00 3.493008774839968474e-05
4.300908085655585911e-03 1.255539572467379017e-02 3.883688292264658948e+00 1.000005855544188416e+00 3.173520156125829157e-05
4.300908085655585911e-03 1.255539572467379017e-02 3.883688292264658948e+00 1.000005855544188416e+00 3.173520156125829157e-05
3.452350775571370878e-03 1.213811633320794996e-02 3.756195422794102790e+00 1.000004543946246827e+00 3.152421758119692733e-05
3.452350775571370878e-03 1.213811633320794996e-02 3.756195422794102790e+00 1.000004543946246827e+00 3.152421758119692733e-05
6.629016991352550126e-03 1.191078889123452569e-02 3.618968493226796923e+00 1.000003379450940644e+00 3.666798343971810185e-05
2.558926349049070459e-03 1.216110320168213056e-02 3.809895024068583158e+00 1.000004374070639246e+00 3.714910725210109364e-05
2.558926349049070459e-03 1.216110320168213056e-02 3.809895024068583158e+00 1.000004374070639246e+00 3.714910725210109364e-05
3.379241964641788165e-03 1.210508130557767445e-02 3.908401058305579046e+00 1.000002292095949041e+00 3.261291422332316292e-05
3.957210628078383641e-03 1.227023710742963097e-02 3.846801558281039313e+00 9.999975628008278550e-01 4.388307008224976347e-05
3.957210628078383641e-03 1.227023710742963097e-02 3.846801558281039313e+00 9.999975628008278550e-01 4.388307008224976347e-05
4.127688428406044163e-03 1.231843008447220875e-02 3.955293706231907347e+00 9.999931086219864262e-01 3.954992953655624415e-05
4.463415675321644183e-03 1.218401584840274159e-02 3.975529483395116248e+00 9.999995158987405874e-01 4.220670513568791269e-05
6.481053483837061202e-03 1.206023764716589695e-02 3.567065781827693627e+00 1.000003913159662750e+00 3.772201706592383789e-05
5.810402325348490438e-03 1.220009839815837382e-02 3.575129165653796459e+00 1.000005383292725147e+00 3.409982520214087913e-05
5.224472639734710488e-03 1.200600253732956625e-02 3.833086336524101689e+00 9.999967790071856433e-01 3.185599787480563266e-05
4.484566932195455102e-03 1.209230129057537774e-02 3.689538814158173974e+00 1.000002523676193578e+00 3.489852451601546353e-05
3.186181305644068817e-03 1.180426368163022509e-02 3.890049551121599336e+00 9.999934971016523066e-01 3.997775023987092683e-05
4.273600979830656510e-03 1.170188134572237165e-02 3.752755962525045508e+00 9.999992118359648519e-01 4.326705637151840591e-05
6.195546910741256408e-03 1.188391120728745677e-02 3.592896600006274088e+00 1.000005207146505759e+00 3.829291551010849761e-05
2.281176394312738054e-03 1.210946240763233206e-02 3.737062756669158770e+00 1.000001939439911114e+00 3.926152574061558191e-05
6.049028048314669670e-03 1.188142049356284008e-02 3.608197135339375805e+00 1.000001830783052048e+00 4.003785245935708749e-05
4.081862167033899202e-03 1.151803669037203791e-02 3.843179829779916901e+00 9.999964828202475564e-01 3.411358331618595915e-05
4.535088315076207799e-03 1.261891674541494070e-02 3.745862963520918409e+00 1.000005566865895368e+00 4.141676441658697955e-05
3.935506705020651308e-03 1.256435116015084882e-02 3.732101584166763519e+00 1.000009555851494536e+00 4.146119886557453566e-05
4.124135934296002670e-03 1.154539545584414711e-02 3.717989599626588593e+00 9.999929188675594771e-01 3.505194776073442946e-05
6.253513656282946864e-03 1.179506613544820809e-02 3.513612240026907418e+00 1.000002728521449891e+00 3.802088417960463918e-05
3.898112526731875582e-03 1.212905479027728307e-02 3.895955214289348767e+00 1.000002067060961508e+00 3.040900861194742471e-05
3.527703286104445779e-03 1.155439282037209504e-02 3.844275095508130846e+00 9.999940061620329335e-01 3.403560589722243125e-05
6.459699676928949696e-03 1.183450291234921375e-02 3.627471381958512708e+00 9.999996010523115597e-01 3.887546376347411891e-05
6.104664930079217733e-03 1.207650917995846049e-02 3.601049721843065932e+00 9.999998696223304506e-01 3.845967818645461175e-05
4.102415781858527455e-03 1.192962989094229279e-02 3.747446868650355256e+00 1.000001460289131172e+00 3.059828206211953849e-05
4.767563025821951184e-03 1.229203105612278364e-02 3.816089200868917342e+00 9.999946474339469482e-01 4.068359004811364376e-05
4.859518011096186640e-03 1.217995777239527094e-02 3.747079479816897152e+00 1.000005570543495148e+00 3.924839525462070077e-05
5.091851349618363443e-03 1.167551601466375322e-02 3.855355106160170298e+00 1.000000514524267414e+00 3.419894935274910995e-05
4.100048172261214208e-03 1.178426892580336505e-02 3.945535893433111951e+00 1.000001695398000434e+00 4.170972848385162121e-05
4.100048172261214208e-03 1.178426892580336505e-02 3.945535893433111951e+00 1.000001695398000434e+00 4.170972848385162121e-05
4.228570502508702256e-03 1.235488461294346682e-02 3.907107330336479833e+00 9.999947297508234856e-01 3.481170299557038257e-05
4.882173857955120211e-03 1.172600166331678670e-02 3.858848331356580452e+00 9.999960296125521841e-01 3.274393449921625165e-05
3.545217258059681076e-03 1.221680303903969339e-02 3.683303944070209113e+00 1.000003994801722529e+00 4.077256250341630478e-05
3.226961742887453355e-03 1.273605436566721885e-02 3.838283355983706624e+00 1.000010104989947690e+00 3.938893372425947401e-05
6.233891123976584292e-03 1.195574690670694190e-02 3.518900765566952415e+00 1.000002799378888252e+00 3.588883748951489112e-05
2.909790136915751946e-03 1.190103232947649359e-02 3.741642990097369559e+00 9.999973259995849073e-01 3.988808735476402184e-05
3.178435213093612488e-03 1.176845291184016457e-02 3.884807235286904969e+00 9.999927167216389190e-01 3.917015288861082849e-05
4.597784892803616352e-03 1.255568167372194711e-02 3.774172305724423193e+00 9.999980648866787503e-01 3.870480351162267649e-05
4.597784892803616352e-03 1.255568167372194711e-02 3.774172305724423193e+00 9.999980648866787503e-01 3.870480351162267649e-05
2.940074485436892926e-03 1.193615005728492634e-02 3.686122816776412847e+00 1.000000472923995742e+00 3.952178410264485644e-05
3.217363593611660688e-03 1.245812693517992301e-02 3.815103726986253996e+00 9.999958450142192312e-01 4.029827308598058606e-05
3.217363593611660688e-03 1.245812693517992301e-02 3.815103726986253996e+00 9.999958450142192312e-01 4.029827308598058606e-05
2.753036954809100212e-03 1.192467673688024643e-02 3.768359295778599183e+00 9.999996952789598215e-01 4.104193794688709192e-05
2.753036954809100212e-03 1.192467673688024643e-02 3.768359295778599183e+00 9.999996952789598215e-01 4.104193794688709192e-05
3.647714902788076752e-03 1.153702532521788324e-02 3.796045190069465836e+00 1.000001422200929690e+00 3.618890143176554908e-05
3.647714902788076752e-03 1.153702532521788324e-02 3.796045190069465836e+00 1.000001422200929690e+00 3.618890143176554908e-05
3.666384896045309094e-03 1.159972951297566675e-02 3.896170998963482290e+00 9.999911339030548296e-01 3.709271943147813281e-05
4.576950805774852860e-03 1.159533939516292286e-02 3.785653945813929333e+00 1.000001123998879971e+00 3.467492551633001129e-05
5.125153475184988927e-03 1.224560633009927867e-02 3.819988953282871247e+00 9.999990948110932809e-01 4.355206786424743065e-05
4.281899101030925414e-03 1.162055780854533149e-02 3.765906731374806249e+00 9.999947267951465601e-01 4.227924086251207060e-05
3.618424224623863206e-03 1.266481810712123332e-02 3.779834228025546139e+00 1.000005457499625994e+00 4.249482934085936430e-05
3.618424224623863206e-03 1.266481810712123332e-02 3.779834228025546139e+00 1.000005457499625994e+00 4.249482934085936430e-05
3.794525016256863892e-03 1.183601095305367515e-02 3.705995558647773969e+00 9.999972968003483231e-01 3.424757495649673222e-05
3.794525016256863892e-03 1.183601095305367515e-02 3.705995558647773969e+00 9.999972968003483231e-01 3.424757495649673222e-05
4.718423698279773648e-03 1.190800033708867833e-02 3.827851785767797832e+00 9.999984874431682158e-01 4.377847959205085997e-05
3.562661810388272066e-03 1.223577538383448411e-02 3.771571185226243905e+00 9.999947586823253465e-01 3.435963096575748722e-05
3.129721561607297364e-03 1.188012598805766179e-02 3.893664018230391655e+00 9.999983094515287885e-01 3.567005389970458721e-05
2.999961718190308213e-03 1.231566723280198838e-02 3.772223428577971216e+00 9.999990330830728080e-01 3.656159593168893559e-05
4.896180739260194703e-03 1.247259453333353363e-02 3.806954929730065551e+00 9.999967844019660435e-01 3.633672442538583424e-05
3.957019196990291254e-03 1.240310903470934895e-02 3.937123198985700956e+00 9.999987078780606664e-01 3.181145488805725953e-05
3.501282173725597802e-03 1.200657916960368166e-02 3.752488787077263410e+00 1.000008113942655763e+00 3.671351445030403803e-05
4.541526055936467854e-03 1.152684139084884235e-02 3.773412571579000563e+00 1.000000394249532132e+00 3.960445373067228550e-05
4.199760567109973863e-03 1.202507771583596029e-02 3.816283424020612713e+00 9.999916277471859738e-01 3.730682998564816043e-05
4.733472447528128124e-03 1.204819299232654309e-02 3.866589819845678733e+00 9.999979772160962899e-01 4.388154385568925894e-05
4.692172851835985092e-03 1.193077900208351638e-02 3.802058760730064435e+00 1.000000906490500885e+00 3.111750289827854249e-05
4.188448260262989109e-03 1.224695661996332181e-02 3.859226511545592153e+00 1.000007003955000418e+00 4.227507205253550542e-05
3.717601828913889850e-03 1.154358996168842327e-02 3.891303724065485969e+00 9.999957370021143044e-01 3.433577091663233882e-05
3.717601828913889850e-03 1.154358996168842327e-02 3.891303724065485969e+00 9.999957370021143044e-01 3.433577091663233882e-05
4.725739732261792503e-03 1.150542609503777541e-02 3.892994096015700123e+00 9.999936432372229511e-01 3.841018078253587311e-05
4.725739732261792503e-03 1.150542609503777541e-02 3.892994096015700123e+00 9.999936432372229511e-01 3.841018078253587311e-05
4.753264295138247275e-03 1.178145821368645728e-02 3.898103940066621753e+00 1.000001706103504029e+00 4.151511678400013881e-05
4.958649148009398877e-03 1.271949880935646995e-02 3.885797532302249557e+00 1.000008024975238108e+00 3.815524088804529961e-05
4.958649148009398877e-03 1.271949880935646995e-02 3.885797532302249557e+00 1.000008024975238108e+00 3.815524088804529961e-05
3.750148161381652856e-03 1.271434844508500736e-02 3.942432029458872833e+00 1.000004301987716282e+00 3.554048438459034189e-05
3.611448167960620848e-03 1.250521874932949279e-02 3.772201299392317075e+00 9.999977222657959741e-01 3.487142317493139486e-05
5.163917505805970531e-03 1.232089699862609807e-02 3.852966855764400567e+00 1.000008334870156945e+00 3.433789581592210641e-05
3.854272713016769492e-03 1.267599672795871601e-02 3.800603092259337679e+00 1.000002523604372140e+00 3.422090017415060036e-05
4.493682399149226403e-03 1.176846132951661454e-02 3.949707094153337650e+00 9.999965184298845733e-01 4.206740270788845494e-05
3.664017419359316685e-03 1.275894394627363239e-02 3.763952885598485842e+00 1.000003634230634653e+00 3.980640309495645283e-05
3.421681321751524063e-03 1.219891873848382054e-02 3.755223894194372747e+00 1.000002556208904103e+00 3.194160189851172902e-05
3.421681321751524063e-03 1.219891873848382054e-02 3.755223894194372747e+00 1.000002556208904103e+00 3.194160189851172902e-05
3.889838155631999972e-03 1.243890772861282190e-02 3.787992654498975931e+00 1.000001598243658307e+00 3.161347866385378973e-05
3.979729433968452745e-03 1.211890768728338293e-02 3.891476440377849677e+00 1.000002520797375505e+00 4.387456544702770871e-05
4.318707922294509616e-03 1.193835060872072522e-02 3.895030716586091124e+00 9.999936856982355460e-01 4.256247278171467364e-05
3.934317480682153478e-03 1.151732578150991768e-02 3.935769099534027760e+00 9.999934638698317890e-01 3.876900590289710251e-05
5.179821859770110393e-03 1.215046938611880761e-02 3.826734675707820443e+00 1.000008515506021878e+00 3.574146400034672593e-05
5.179821859770110393e-03 1.215046938611880761e-02 3.826734675707820443e+00 1.000008515506021878e+00 3.574146400034672593e-05
5.054408314469654995e-03 1.199690492077507518e-02 3.835810116441067841e+00 1.000003924888620332e+00 3.216137174361932569e-05
5.392862339987959663e-03 1.200263930227576242e-02 3.812750906455119271e+00 9.999963930737306717e-01 3.717601706023165669e-05
5.392862339987959663e-03 1.200263930227576242e-02 3.812750906455119271e+00 9.999963930737306717e-01 3.717601706023165669e-05
3.422258183508518348e-03 1.182910149207484600e-02 3.706744050737731833e+00 1.000001237262390763e+00 4.008855197389814750e-05
5.447229731893432625e-03 1.206937646489466415e-02 3.828209243887097823e+00 9.999979592998756717e-01 3.392724306512655437e-05
3.645090445130318157e-03 1.163388711314643567e-02 3.831146736293479016e+00 9.999992529761424498e-01 3.310965477168744211e-05
3.645090445130318157e-03 1.163388711314643567e-02 3.831146736293479016e+00 9.999992529761424498e-01 3.310965477168744211e-05
3.934169348519929443e-03 1.184889667642560762e-02 3.918710276211201826e+00 1.000004997174669175e+00 3.601817272842582074e-05
4.337482826125386992e-03 1.165202485652402746e-02 3.935748725715781049e+00 9.999968210857366202e-01 4.164387318923933295e-05
3.475568923483454697e-03 1.258186393120831401e-02 3.826551441206410775e+00 1.000007030938210750e+00 4.204325681131496794e-05
3.705890037784639879e-03 1.250149149573535554e-02 3.793181924665399496e+00 1.000008832869103692e+00 3.294507820881539757e-05
3.705890037784639879e-03 1.250149149573535554e-02 3.793181924665399496e+00 1.000008832869103692e+00 3.294507820881539757e-05
3.604270085317988481e-03 1.231696129904933865e-02 3.795497647619916037e+00 1.000006304173909566e+00 3.097111185466701371e-05
3.604270085317988481e-03 1.231696129904933865e-02 3.795497647619916037e+00 1.000006304173909566e+00 3.097111185466701371e-05
3.437566207699235821e-03 1.214781518284047124e-02 3.887385822446754347e+00 9.999945649794774738e-01 4.240803371072041089e-05
4.147022021429587479e-03 1.162549916574905952e-02 3.704527424857134932e+00 9.999970040883425781e-01 3.394448576954363459e-05
4.967506676562122303e-03 1.269583311626534469e-02 3.822794459240641984e+00 1.000003935544360179e+00 4.063808911145513935e-05
4.967506676562122303e-03 1.269583311626534469e-02 3.822794459240641984e+00 1.000003935544360179e+00 4.063808911145513935e-05
3.601470072981630133e-03 1.215197808595675291e-02 3.762391804280923235e+00 1.000010031048313541e+00 3.615257066417460185e-05
4.094049667312471552e-03 1.255043127171273989e-02 3.812713033039364596e+00 1.000010364292057252e+00 3.783596548872649010e-05
4.423508544675866516e-03 1.204589562167123797e-02 3.715601321047961036e+00 1.000007281272103032e+00 3.881183137143150776e-05
3.484629253021884199e-03 1.214225003460819158e-02 3.912186089029080271e+00 9.999962247930304082e-01 4.235479451853121544e-05
4.956395593606000016e-03 1.225943536871689291e-02 3.856078690383165419e+00 1.000008526250776297e+00 3.923932826453775978e-05
3.665973674211182864e-03 1.230854914881083367e-02 3.849646186444968698e+00 1.000005089051262397e+00 4.335824278858327872e-05
4.240070380604463174e-03 1.142161545289932349e-02 3.734840505317752246e+00 9.999974672448224133e-01 3.621958846000889099e-05
4.022954938165519689e-03 1.170725633612828588e-02 3.952224934074729745e+00 9.999948719481795978e-01 3.376024024295506862e-05
2.770360351712214397e-03 1.221530492816223779e-02 3.796157822643055457e+00 9.999979653887343112e-01 3.675543062431499777e-05
3.555074833682565771e-03 1.162371022838210900e-02 3.847554578670981940e+00 9.999986555250033327e-01 4.182197463236890218e-05
2.692783930893748179e-03 1.198635300923871563e-02 3.830344568767264590e+00 9.999973918999435218e-01 3.894157561664320257e-05
2.692783930893748179e-03 1.198635300923871563e-02 3.830344568767264590e+00 9.999973918999435218e-01 3.894157561664320257e-05
