# Tc Rp/Rs a/Rs F0 sigma
3.782638880021546579e-03 1.148088719779900672e-02 3.857329160409987079e+00 9.999973846032517155e-01 3.359942068229056531e-05
3.000715343300569549e-03 1.198094272110858220e-02 3.762389468630356504e+00 1.000003346666831883e+00 4.278123389904512047e-05
4.180589085321401166e-03 1.265996759008345893e-02 3.699196169351426811e+00 1.000011384541837023e+00 3.711808599341194167e-05
4.643615939508891066e-03 1.252413673791152177e-02 3.949852397831525863e+00 9.999988029242613541e-01 4.221500276940355026e-05
4.574069459713551999e-03 1.188805425867269644e-02 3.926898470855481271e+00 1.000006421038607485e+00 3.861769097794682295e-05
3.018284799453534173e-03 1.195977039761783080e-02 3.833484185177372439e+00 9.999934564124328684e-01 4.409120545144348460e-05
4.881204062456775961e-03 1.194435207790984360e-02 3.661924863392492568e+00 1.000000411766685637e+00 3.739438284370982666e-05
6.810829866616352479e-03 1.204590463547527794e-02 3.627534185523340504e+00 1.000006965796561120e+00 3.748045191369762572e-05
5.292685334687789733e-03 1.154467245283825709e-02 3.809088357207401465e+00 9.999976316297435330e-01 3.608660074582359031e-05
4.636388512651690164e-03 1.215867305629955188e-02 3.907863088947684638e+00 9.999922642631355885e-01 3.470262456182733271e-05
3.447298067484574902e-03 1.267098402258912473e-02 3.798057052717738635e+00 1.000002101721564562e+00 4.347006865211553627e-05
3.548065278896228580e-03 1.139521122184935890e-02 3.749275115313091433e+00 9.999952088287903385e-01 3.983378156092236776e-05
3.467678080120314976e-03 1.246058758012031503e-02 3.871580343655013134e+00 1.000009901817939584e+00 4.193306588565909061e-05
7.001491993565082950e-03 1.198321372281319769e-02 3.613365110270340796e+00 1.000003269248257665e+00 3.592536869205094851e-05
3.602439278793528876e-03 1.194322908684152668e-02 3.647523231201028615e+00 1.000000217331836305e+00 4.089234002818199662e-05
3.388218665275617714e-03 1.226703467369311129e-02 3.898495119904789696e+00 1.000001152590921372e+00 4.456861660529698379e-05
3.388218665275617714e-03 1.226703467369311129e-02 3.898495119904789696e+00 1.000001152590921372e+00 4.456861660529698379e-05
5.152273390042080847e-03 1.204182733373998677e-02 3.884924923433563215e+00 1.000000373300178325e+00 4.385579389595785013e-05
6.144667806940520838e-03 1.208297977996056378e-02 3.593224238860989406e+00 9.999981545086975565e-01 3.871763795294573486e-05
6.144667806940520838e-03 1.208297977996056378e-02 3.593224238860989406e+00 9.999981545086975565e-01 3.871763795294573486e-05
3.038839550349003993e-03 1.150308784630183628e-02 3.776115416412673120e+00 9.999957707926522277e-01 3.733717129519581994e-05
6.555901132606525850e-03 1.205469258884222551e-02 3.513912230442288731e+00 1.000006316407510809e+00 3.611251011139304974e-05
3.091051108499102973e-03 1.198071902732491048e-02 3.872379239107544002e+00 1.000006451328765422e+00 3.890875350592920220e-05
3.071761625343609470e-03 1.150214930328786328e-02 3.829688191770155292e+00 9.999925781881446873e-01 3.399188260602767890e-05
4.438493312389810153e-03 1.209921133268862525e-02 3.752691217627124765e+00 9.999970087827168008e-01 3.099253273866316508e-05
4.893291054671414231e-03 1.185605866343851511e-02 3.879139217655494853e+00 1.000001633215286789e+00 3.150821778188048498e-05
4.893291054671414231e-03 1.185605866343851511e-02 3.879139217655494853e+00 1.000001633215286789e+00 3.150821778188048498e-05
4.152735401765667023e-03 1.265975298521604397e-02 3.994984134248129592e+00 1.000003697615425180e+00 4.008652091420418246e-05
5.292784654250280718e-03 1.231048697345559807e-02 3.859593988293961164e+00 1.000009369120672620e+00 3.931282676716297690e-05
6.796376909366581842e-03 1.215115250471917631e-02 3.641972307722701530e+00 1.000006274187738908e+00 4.012086193499452431e-05
6.796376909366581842e-03 1.215115250471917631e-02 3.641972307722701530e+00 1.000006274187738908e+00 4.012086193499452431e-05
4.085739351707709521e-03 1.229622348565040033e-02 3.883279528143553705e+00 9.999953257127238704e-01 3.247335681150425815e-05
3.598133486655746838e-03 1.139064262852439516e-02 3.876088135606004847e+00 9.999915858942748370e-01 3.805323411880050759e-05
3.598133486655746838e-03 1.139064262852439516e-02 3.876088135606004847e+00 9.999915858942748370e-01 3.805323411880050759e-05
2.992844013257861535e-03 1.140050922149617348e-02 3.816523600653315640e+00 9.999946810221936877e-01 4.028417974222957986e-05
2.992844013257861535e-03 1.140050922149617348e-02 3.816523600653315640e+00 9.999946810221936877e-01 4.028417974222957986e-05
3.137743487901481498e-03 1.170987100600213993e-02 3.782147446080017072e+00 9.999922055537406873e-01 3.867556466156071203e-05
4.093563124774698969e-03 1.243688632097849842e-02 3.718666876369190355e+00 9.999956770766252889e-01 3.702099516555657714e-05
3.965633493916508046e-03 1.239090005578678474e-02 3.749675053887234100e+00 1.000009485854145952e+00 4.294306726795817011e-05
2.242648480439687897e-03 1.222986064679284363e-02 3.647699329107838562e+00 1.000003466615415615e+00 3.742601140980061875e-05
6.134051805003315483e-03 1.159009374982752048e-02 3.559916966760480861e+00 9.999980424142591584e-01 3.738323548488676237e-05
3.144425851909431191e-03 1.207363282647215194e-02 3.624730012316220940e+00 9.999993089263963242e-01 3.656332774442459229e-05
4.159548451875556829e-03 1.188246061692486109e-02 3.868691780881586162e+00 9.999896495375976135e-01 3.879709748548957151e-05
3.144472898086642099e-03 1.240694908085440695e-02 3.749155684122571053e+00 9.999996863029786409e-01 3.607083839913107024e-05
3.949129334270558289e-03 1.230748935582428802e-02 3.853758033591639265e+00 9.999968169267959839e-01 4.423797008679985397e-05
3.627401835635632454e-03 1.246450323867557067e-02 3.913078661213957865e+00 9.999952023905568366e-01 4.143290517177092405e-05
6.689650265769279958e-03 1.201529557003279750e-02 3.574510536693964013e+00 1.000004927281544553e+00 4.000491260935191078e-05
6.689650265769279958e-03 1.201529557003279750e-02 3.574510536693964013e+00 1.000004927281544553e+00 4.000491260935191078e-05
4.755602118194743322e-03 1.173279340842476107e-02 3.876645849755285145e+00 1.000003664180293406e+00 3.442992093559678964e-05
4.238022239924088552e-03 1.244268077960972337e-02 3.695095802868744173e+00 9.999999014742293468e-01 3.966863718431420959e-05
3.801467987917757363e-03 1.136739348207432831e-02 3.820669126638037483e+00 9.999922972772918861e-01 3.960215038173252295e-05
4.864949218935009367e-03 1.179344405349008751e-02 3.855853080227248597e+00 1.000003896431364225e+00 4.180190192088809427e-05
3.649274942047149584e-03 1.173437901019033607e-02 3.883135439088774454e+00 1.000005234559455003e+00 3.796119226014215786e-05
6.314566300403154364e-03 1.177629056623744411e-02 3.642373589514728227e+00 9.999991893679415211e-01 3.690648563194554103e-05
5.471127930833333264e-03 1.226658745889573458e-02 3.790987282078666532e+00 1.000003291092650404e+00 3.714843526637938073e-05
3.239582688473456595e-03 1.226058066569607474e-02 3.673028645075836707e+00 1.000000070243670436e+00 3.653623073435056831e-05
2.615027105885979475e-03 1.200829322924324739e-02 3.794786761124552488e+00 9.999961832437389564e-01 4.109055933983205494e-05
5.867790167299068160e-03 1.215538369896443371e-02 3.593936820809951804e+00 1.000006145485383469e+00 3.476698380459772265e-05
2.666649511538582429e-03 1.186453874849125595e-02 3.662154357239703284e+00 1.000002934244134112e+00 3.913463168090536580e-05
4.994298521503494348e-03 1.151236605823065251e-02 3.784801864465835219e+00 1.000000199598240158e+00 3.769972194331707804e-05
3.416896560068466426e-03 1.147825326801137774e-02 3.831577168196400596e+00 9.999995780402798351e-01 4.090206499504381391e-05
3.850969762562307663e-03 1.154257688966161231e-02 3.755356525597530748e+00 1.000003786581938670e+00 3.777026136433089332e-05
3.850969762562307663e-03 1.154257688966161231e-02 3.755356525597530748e+00 1.000003786581938670e+00 3.777026136433089332e-05
4.314681506649493958e-03 1.203758780595998168e-02 3.903342617338688036e+00 9.999967781316867477e-01 4.483658673436957470e-05
3.435493170484554826e-03 1.182071974768288472e-02 3.741516689944530683e+00 1.000004014810403685e+00 4.135301538846404426e-05
3.600705847011442806e-03 1.238851622278927186e-02 3.824977236320179053e+00 9.999943691139098201e-01 4.104626719217637675e-05
5.262891733755346857e-03 1.175295441428351323e-02 3.787808224633835152e+00 9.999980022987535744e-01 3.611955560672964165e-05
3.801450867375717746e-03 1.274110115379403427e-02 3.772577856660828566e+00 1.000007391605839180e+00 4.230747947224568645e-05
4.188575223844026585e-03 1.155821473401319119e-02 3.726134983522603861e+00 9.999909692335465783e-01 3.561504542604130956e-05
6.414499867052475546e-03 1.178209709151932343e-02 3.583744826897919289e+00 1.000000612496430685e+00 4.081157932279111356e-05
3.321476082283773834e-03 1.236041856031780753e-02 3.722152636401813375e+00 9.999997286881783243e-01 4.004500730534909532e-05
4.873781464381610196e-03 1.200267592722734783e-02 3.735669129849186199e+00 9.999973046858743331e-01 3.881081834716127176e-05
3.655328973605188880e-03 1.151302083336469204e-02 3.741428163580859056e+00 9.999924098641068682e-01 3.975884627330423561e-05
4.815613253204405197e-03 1.165847891165931738e-02 3.742203852229915473e+00 9.999983780789130083e-01 3.641160990836635913e-05
4.815613253204405197e-03 1.165847891165931738e-02 3.742203852229915473e+00 9.999983780789130083e-01 3.641160990836635913e-05
3.038112234488181407e-03 1.143919329614092456e-02 3.816833663368019991e+00 9.999931871855046728e-01 4.068542452131308247e-05
4.511920119823625841e-03 1.261947903055707018e-02 3.888199195551035992e+00 9.999972502844808320e-01 4.011621849624902759e-05
2.038765584685145460e-03 1.215325301372228300e-02 3.728917705236503455e+00 1.000000345204043573e+00 3.683996337331997821e-05
4.779570430824643668e-03 1.188772528575351463e-02 3.892457530445146308e+00 9.999978172638525065e-01 3.105087540892902408e-05
4.039914080282390463e-03 1.168966020834082652e-02 3.788501531595984240e+00 9.999991114751894949e-01 4.384993774062116332e-05
6.369323053126860201e-03 1.207393389669454697e-02 3.611992852947796706e+00 1.000003470823255469e+00 4.169654825131358545e-05
4.350523358806576701e-03 1.269507416643980355e-02 3.777655333733123122e+00 1.000009534245201337e+00 4.048818047387004295e-05
6.709227164596008597e-03 1.191598627579834417e-02 3.490137318487393614e+00 1.000004749974077400e+00 3.792040434794742766e-05
6.709227164596008597e-03 1.191598627579834417e-02 3.490137318487393614e+00 1.000004749974077400e+00 3.792040434794742766e-05
3.960601182247593111e-03 1.253232300375642372e-02 3.754088028790480980e+00 1.000012271612434667e+00 3.880424235722966585e-05
3.449903277725874240e-03 1.210042986709190804e-02 3.631815572920921831e+00 1.000002798539897819e+00 3.915417717554274248e-05
4.064382537101479675e-03 1.277942809730044441e-02 3.752846719102008066e+00 1.000002158231232841e+00 3.699228467128858397e-05
4.064382537101479675e-03 1.277942809730044441e-02 3.752846719102008066e+00 1.000002158231232841e+00 3.699228467128858397e-05
4.252135219413380463e-03 1.147950917961810396e-02 3.727399160710446413e+00 9.999963177771411527e-01 4.253617679785240722e-05
3.204986788949204524e-03 1.222467893974730699e-02 3.871959022593041588e+00 1.000004299493914450e+00 4.395399780769803630e-05
2.808383489062794836e-03 1.201207710815758306e-02 3.859225709485317957e+00 9.999999640106363996e-01 3.298814805902011883e-05
5.997485288360235312e-03 1.230044878119276180e-02 3.575539287621442242e+00 1.000003121052857047e+00 4.033094797767640773e-05
2.934187101538018871e-03 1.143479996141872831e-02 3.833068117558713350e+00 9.999924109897364577e-01 3.689540103047495311e-05
3.972640937641477854e-03 1.268859969945171536e-02 3.858781027118127760e+00 9.999991536892243182e-01 4.071978111135536669e-05
4.591735981697452063e-03 1.228996604524688896e-02 3.810477261606084021e+00 1.000008125985245355e+00 3.221534305726579759e-05
3.778661626660545503e-03 1.277452463098821892e-02 3.788463820827952855e+00 1.000007449544197069e+00 4.138574328902892260e-05
3.778661626660545503e-03 1.277452463098821892e-02 3.788463820827952855e+00 1.000007449544197069e+00 4.138574328902892260e-05
4.737623962692782964e-03 1.258362587118633247e-02 3.905999993390307345e+00 1.000009237167260201e+00 3.380680710290525563e-05
3.195405037326869147e-03 1.250456632244699093e-02 3.850032041498468338e+00 9.999951092455489077e-01 3.938753241593496914e-05
6.177442666256853510e-03 1.196094127128559566e-02 3.634581103933448354e+00 9.999994503980474958e-01 3.823524255437284300e-05
3.715441939817272499e-03 1.265391590386699856e-02 3.896668565992845945e+00 1.000002028256289588e+00 3.222583270711548448e-05
2.867289029598457661e-03 1.179543304437384761e-02 3.774642693900833290e+00 9.999958276202103313e-01 3.496598976439280139e-05
3.018727110646324263e-03 1.247299460729207367e-02 3.833721565017259358e+00 9.999963022523509215e-01 3.415100739546208982e-05
4.251947595686041137e-03 1.161267671025915070e-02 3.733562106841068484e+00 1.000002079965016666e+00 4.222236359731470828e-05
4.074484324077046193e-03 1.158037406807113125e-02 3.919047131844909604e+00 1.000000002823553391e+00 4.116774150143095621e-05
4.478733541714227662e-03 1.234043254143094015e-02 3.976172605155980033e+00 9.999970673416045397e-01 4.166451632977973961e-05
4.217130698504371888e-03 1.201179167941847543e-02 3.776644295208514190e+00 1.000002491924463000e+00 3.034663647840665511e-05
6.369670595194880380e-03 1.184675154894169156e-02 3.551489282493319521e+00 1.000003629834008256e+00 3.591082317872491890e-05
6.369670595194880380e-03 1.184675154894169156e-02 3.551489282493319521e+00 1.000003629834008256e+00 3.591082317872491890e-05
3.971569026823065784e-03 1.271379036591372899e-02 3.747444505049477570e+00 1.000011428084178533e+00 3.550454967599220020e-05
3.971569026823065784e-03 1.271379036591372899e-02 3.747444505049477570e+00 1.000011428084178533e+00 3.550454967599220020e-05
6.340549952636116704e-03 1.189160431550403269e-02 3.598449819582383746e+00 9.999979264230248743e-01 3.724825375098708707e-05
4.616836232960351560e-03 1.227370436737663939e-02 3.954025959696142678e+00 1.000002330818183349e+00 4.289375516832179378e-05
3.297596877265614179e-03 1.242820284710780161e-02 3.809487027809161930e+00 1.000009207093566221e+00 3.144370496413538378e-05
4.736817898372186475e-03 1.197057317175359917e-02 3.883012101593810161e+00 1.000007475868190499e+00 3.700458935929049650e-05
6.754148728342783403e-03 1.209229054186084125e-02 3.587336704820222266e+00 1.000002073708491368e+00 3.765951058816950219e-05
6.754148728342783403e-03 1.209229054186084125e-02 3.587336704820222266e+00 1.000002073708491368e+00 3.765951058816950219e-05
4.671609814721817966e-03 1.277257155580872883e-02 3.821219266588097074e+00 1.000001839964054895e+00 3.857174746122275235e-05
4.331859043204572268e-03 1.220765794746177246e-02 3.897709332522906411e+00 9.999921445132554654e-01 3.621734416769105977e-05
2.557983184720974412e-03 1.244140499606052885e-02 3.800616086205709898e+00 1.000002030239355522e+00 3.875951584907516556e-05
3.053105650704719676e-03 1.190167008038385717e-02 3.826485353219717389e+00 9.999905766685381892e-01 3.635470555156974882e-05
3.053105650704719676e-03 1.190167008038385717e-02 3.826485353219717389e+00 9.999905766685381892e-01 3.635470555156974882e-05
3.183840738511876933e-03 1.208211938439343776e-02 3.697960594602048179e+00 9.999992076452596246e-01 4.118898214114156649e-05
3.492633171355515043e-03 1.223487138626656867e-02 3.945578361297299441e+00 9.999987901486410147e-01 3.900769863589254689e-05
3.180289443619858936e-03 1.290112717598562372e-02 3.838404845589352021e+00 1.000007160451440669e+00 3.962005435288983431e-05
3.096062812073030468e-03 1.191980097156795926e-02 3.769875254263929776e+00 1.000002333154038192e+00 4.243030514102790217e-05
2.481333105940189410e-03 1.212736801657681752e-02 3.747192388890783210e+00 1.000006174108627244e+00 3.645060885579825578e-05
4.558133824908695841e-03 1.225147643568830907e-02 3.846630274668397576e+00 9.999947705794592911e-01 4.267356605486006529e-05
3.379964767152465743e-03 1.179977862984245805e-02 3.713570937310695541e+00 1.000004386277499435e+00 3.866666937951088482e-05
4.084553820654070189e-03 1.147367186959586879e-02 3.707903083199017402e+00 9.999930421202249953e-01 3.954190596207846851e-05
4.084553820654070189e-03 1.147367186959586879e-02 3.707903083199017402e+00 9.999930421202249953e-01 3.954190596207846851e-05
3.845318040155275285e-03 1.244386594001398172e-02 3.866292181751969537e+00 1.000003051676216170e+00 3.053212407004167375e-05
4.275567296341473145e-03 1.274758589592387900e-02 3.804531435584155297e+00 1.000001259854547353e+00 3.691849288404236505e-05
4.206939664496908704e-03 1.281092705412162705e-02 3.785695313981226828e+00 1.000007960643394034e+00 3.894282412771692364e-05
4.206939664496908704e-03 1.281092705412162705e-02 3.785695313981226828e+00 1.000007960643394034e+00 3.894282412771692364e-05
4.852094129102493825e-03 1.212630223982158820e-02 3.943276596901386988e+00 9.999972459770919420e-01 4.047226009686740546e-05
4.687330590577375167e-03 1.274822315076648560e-02 3.904523047103024780e+00 1.000001339011999280e+00 3.502731530393391753e-05
4.687330590577375167e-03 1.274822315076648560e-02 3.904523047103024780e+00 1.000001339011999280e+00 3.502731530393391753e-05
4.338633358817095553e-03 1.280996196479644925e-02 3.921018556953533185e+00 1.000005923438401334e+00 4.123139085204929216e-05
4.338633358817095553e-03 1.280996196479644925e-02 3.921018556953533185e+00 1.000005923438401334e+00 4.123139085204929216e-05
2.789559932428402333e-03 1.220067116363363069e-02 3.844114952093099280e+00 9.999989118795205023e-01 4.306838465644763261e-05
3.435113671625654452e-03 1.240909629275031151e-02 3.701691665827834932e+00 1.000001507709991966e+00 3.723458159834346299e-05
2.884721215091159974e-03 1.218515544958491230e-02 3.833626153669636771e+00 9.999982980033774727e-01 3.125335953573650353e-05
2.986026705931364711e-03 1.207135959743198955e-02 3.725711145334953400e+00 1.000003677670237012e+00 3.374175970557299415e-05
5.021345127172643918e-03 1.240385813072295354e-02 3.919604281944585100e+00 1.000001671904672707e+00 4.062097194617411190e-05
6.379675430814836512e-03 1.184250784635153091e-02 3.631322508935655780e+00 9.999990838076006083e-01 3.593107239880110492e-05
3.862311545432865756e-03 1.285182908579671907e-02 3.749019760645902366e+00 1.000005852822613894e+00 3.657500255031506301e-05
4.023662765493027371e-03 1.165747753592262168e-02 3.765155871562485324e+00 9.999900963017208655e-01 3.845558900810420268e-05
4.832012677609923146e-03 1.237294531012348743e-02 3.780495684732517070e+00 1.000005766992181133e+00 4.349574383438407747e-05
4.435249491317815040e-03 1.152636976193835081e-02 3.760467838860160228e+00 9.999938917603625743e-01 4.205152199676182251e-05
5.997906730573598910e-03 1.175007245215404714e-02 3.524035846197101751e+00 1.000004002730173980e+00 3.793108999527450422e-05
4.582630016338143375e-03 1.205511708882941839e-02 3.966961094169583646e+00 9.999970332060068579e-01 4.170535083509061491e-05
6.284101399550476308e-03 1.173109575201547287e-02 3.566494532633038617e+00 1.000000238544833664e+00 3.659462656972816498e-05
3.664236648128725571e-03 1.254380090680957266e-02 3.896238565733247228e+00 1.000011170970630747e+00 3.680479615894449870e-05
4.798992332366643077e-03 1.221860689486929663e-02 3.757395347913266903e+00 1.000005633953550577e+00 3.246875231883297806e-05
5.848761289460241430e-03 1.209312319165086608e-02 3.579893177568381546e+00 1.000008350736457219e+00 3.599934619233867010e-05
4.281427525076424156e-03 1.153989250237217462e-02 3.815190641875683575e+00 9.999988067055892715e-01 4.170654837048219161e-05
5.514156909772284509e-03 1.173332716541608187e-02 3.858302304745079070e+00 9.999975808044340164e-01 3.806704662196351221e-05
4.950325166678308519e-03 1.191213532775815820e-02 3.901952476916375367e+00 9.999974581447753641e-01 4.335391376546326173e-05
3.556642144666617711e-03 1.220860680164355914e-02 3.704764609270242204e+00 1.000003661929863563e+00 4.194103500155637172e-05
3.556642144666617711e-03 1.220860680164355914e-02 3.704764609270242204e+00 1.000003661929863563e+00 4.194103500155637172e-05
3.711782248224430869e-03 1.260757480346243187e-02 3.771528518790837836e+00 1.000012292036701389e+00 3.663075432270804260e-05
2.861057566836383570e-03 1.197931015459399728e-02 3.679121614988292599e+00 1.000004558284272482e+00 3.733205566787595636e-05
2.601780029388732485e-03 1.198740908309770675e-02 3.669538227853859969e+00 9.999994576291423298e-01 3.773095858847393125e-05
2.601780029388732485e-03 1.198740908309770675e-02 3.669538227853859969e+00 9.999994576291423298e-01 3.773095858847393125e-05
3.997040257242609473e-03 1.284167118976069222e-02 3.958113667695999816e+00 1.000005051871082795e+00 3.958591008533303722e-05
4.667802427587103287e-03 1.154302485667077667e-02 3.878886189437487531e+00 9.999995490295792155e-01 4.011997645607806991e-05
3.985687623401623636e-03 1.262999619325798698e-02 3.812471644006534710e+00 9.999982185564962878e-01 3.882880550353022498e-05
3.054043271404287274e-03 1.216862644811442240e-02 3.708383349463208134e+00 9.999986304341713650e-01 3.662584018339723626e-05
4.270667561432413273e-03 1.219007013675608812e-02 3.735358643950320356e+00 1.000000409577680882e+00 3.028356038652699523e-05
4.106299138323138420e-03 1.289218777288899873e-02 3.937501336031389076e+00 1.000004518569356904e+00 3.693461146307148974e-05
6.009739146175287205e-03 1.215249291559410312e-02 3.584561635715663996e+00 1.000005981636837848e+00 4.076982764260070287e-05
4.256825078674843221e-03 1.257441900999944906e-02 3.965086914760547643e+00 1.000006870002701609e+00 4.238047428131707110e-05
4.256825078674843221e-03 1.257441900999944906e-02 3.965086914760547643e+00 1.000006870002701609e+00 4.238047428131707110e-05
2.831305575162632038e-03 1.231617287581569103e-02 3.789702336166459240e+00 1.000004223276308890e+00 4.194893574317142394e-05
3.793422745511178251e-03 1.249377894156025737e-02 3.918845656121321408e+00 9.999973095221228458e-01 3.329252577701148657e-05
4.977514387253016703e-03 1.281260900160248462e-02 3.813066102150910019e+00 1.000004579919211434e+00 3.675634738886601017e-05
4.977514387253016703e-03 1.281260900160248462e-02 3.813066102150910019e+00 1.000004579919211434e+00 3.675634738886601017e-05
3.959050762849074256e-03 1.214616588185783719e-02 3.847693856561662074e+00 1.000005989343064616e+00 3.135627358302198257e-05
3.381985923821828610e-03 1.203015027510396032e-02 3.685261547983872177e+00 1.000005534181839906e+00 3.962860205922526279e-05
3.560005806797966743e-03 1.198471613666824732e-02 3.667251361666083120e+00 1.000004397827792157e+00 3.430185596041564720e-05
3.175492204832437715e-03 1.241939841530701263e-02 3.832130744307415959e+00 1.000011727246613802e+00 3.867538772469967531e-05
3.790741723384442874e-03 1.233558820975906231e-02 3.738769465642945100e+00 1.000004425001890684e+00 4.413921911937186313e-05
3.983159528712684749e-03 1.285903039682720003e-02 3.843582021779075486e+00 1.000005577976647908e+00 3.714186346296157457e-05
5.455859973424029286e-03 1.246180408729784597e-02 3.861643162888486192e+00 9.999984817178479979e-01 3.698009378271927656e-05
4.984465916613715908e-03 1.156404337869333838e-02 3.876937862295215531e+00 9.999921601743154698e-01 3.978724808612398120e-05
6.477692059334599906e-03 1.210277581959062765e-02 3.517188033382962153e+00 1.000004455219088095e+00 3.874414690025680436e-05
3.628198844371079146e-03 1.243815973759775095e-02 3.888285524101371404e+00 1.000010416092156129e+00 3.489663378561026248e-05
3.628198844371079146e-03 1.243815973759775095e-02 3.888285524101371404e+00 1.000010416092156129e+00 3.489663378561026248e-05
4.933475331277435705e-03 1.201534384543759965e-02 3.851914152064398689e+00 1.000004840131171191e+00 3.222662822525892962e-05
3.744672248416222593e-03 1.270467899240314280e-02 3.909067068395273736e+00 1.000006530182421027e+00 4.219849495430930022e-05
4.864218189285965388e-03 1.190099681481191461e-02 3.827805719876979040e+00 9.999980690689478369e-01 3.117486608933812920e-05
4.192995179826720931e-03 1.154625854930905852e-02 3.924661894725890665e+00 9.999995259281498905e-01 3.968092888720564448e-05
2.932264471709723763e-03 1.200799586956505759e-02 3.748470299224260671e+00 1.000006238787644719e+00 3.830873358071213271e-05
2.932264471709723763e-03 1.200799586956505759e-02 3.748470299224260671e+00 1.000006238787644719e+00 3.830873358071213271e-05
2.486284122367378446e-03 1.189949231909471182e-02 3.690995382666381275e+00 9.999991863793390445e-01 3.820281762039585781e-05
4.073887132675410583e-03 1.236107543990320329e-02 3.690209458925640895e+00 1.000008385304215652e+00 4.017182256467050343e-05
4.189536205830006466e-03 1.143780900548304821e-02 3.730328373301690092e+00 9.999918082471513925e-01 3.938763728696509619e-05
4.753185257707626121e-03 1.179113731425760793e-02 3.860545120310957312e+00 1.000004565998895645e+00 3.987596733367944650e-05
4.753185257707626121e-03 1.179113731425760793e-02 3.860545120310957312e+00 1.000004565998895645e+00 3.987596733367944650e-05
5.938397373712579752e-03 1.188377442196507199e-02 3.532144508574294406e+00 1.000001872129147928e+00 4.065088344935240242e-05
2.881198120062662682e-03 1.188864391162968923e-02 3.782947966351893676e+00 9.999998285333199233e-01 3.333477853368325034e-05
2.881198120062662682e-03 1.188864391162968923e-02 3.782947966351893676e+00 9.999998285333199233e-01 3.333477853368325034e-05
4.742708018509511625e-03 1.193399142549720834e-02 3.832235220746656346e+00 1.000006470568671535e+00 4.017726161496245279e-05
3.241785201000095540e-03 1.196690076233332747e-02 3.910557117050723619e+00 9.999968423464756784e-01 4.004698505312252196e-05
3.033166857893780655e-03 1.228074896371940394e-02 3.709473047571037796e+00 1.000002294601979091e+00 4.026138763870981349e-05
3.339280749359054001e-03 1.241593302719405136e-02 3.744774316744361897e+00 1.000005426902438543e+00 4.117155924131158751e-05
4.877252187948453999e-03 1.250066128907158930e-02 3.874349894166941866e+00 9.999961474145787621e-01 3.950340703411072600e-05
3.970783080953083077e-03 1.270151336276337597e-02 3.967087615214880181e+00 1.000000013442547520e+00 3.727256581294671902e-05
6.453845453237849750e-03 1.210123357821560504e-02 3.618234398235451899e+00 1.000001282354993082e+00 3.989608931528249079e-05
4.077012759567996691e-03 1.226065201202937265e-02 3.714403439205667290e+00 1.000006667801496496e+00 3.061628896219110231e-05
4.077012759567996691e-03 1.226065201202937265e-02 3.714403439205667290e+00 1.000006667801496496e+00 3.061628896219110231e-05
4.489819807502425097e-03 1.218778923408832086e-02 3.867027039620692719e+00 9.999931814042870570e-01 3.492102097417354938e-05
3.358410210840490073e-03 1.167938686280571223e-02 3.787355837075784937e+00 9.999927401222716838e-01 3.397061631259324022e-05
5.114665827103508089e-03 1.185577558256020909e-02 3.833036709794044317e+00 9.999956843187772781e-01 3.210030639531280202e-05
3.654755957158827007e-03 1.254564248548546354e-02 3.821547184998996816e+00 1.000003562739474328e+00 4.349172783727948098e-05
4.177537783810060523e-03 1.144678974238429528e-02 3.789272526140058162e+00 9.999993238634217185e-01 3.746908747812007434e-05
5.499510938942783755e-03 1.210121701983706000e-02 3.856941668930058853e+00 1.000002966516102765e+00 3.429165895862841399e-05
3.891155378211039184e-03 1.207645847458614814e-02 3.773678499227971272e+00 1.000009442135544546e+00 3.730475504284751323e-05
3.526845311320914167e-03 1.231787022432473747e-02 3.657780884262235688e+00 1.000006253254260180e+00 3.648398040222923831e-05
4.473276011491736370e-03 1.212296336545648674e-02 3.717576723790415372e+00 1.000001375457793884e+00 3.258918261261473635e-05
4.764066890151047451e-03 1.234839049736580381e-02 3.872708021301610959e+00 1.000002810586503310e+00 3.084692128287410849e-05
4.954571017696293711e-03 1.187752884397656923e-02 3.923951231930398187e+00 9.999978677135249461e-01 3.554941505398930734e-05
4.954571017696293711e-03 1.187752884397656923e-02 3.923951231930398187e+00 9.999978677135249461e-01 3.554941505398930734e-05
4.623862935511507954e-03 1.219227639057459019e-02 3.907622747861039691e+00 1.000003034322104245e+00 4.395882988768724494e-05
3.196561088838728582e-03 1.208537803950582995e-02 3.793475337458215080e+00 9.999995894478495018e-01 3.078665843284883832e-05
4.289998575296723182e-03 1.151128691385620850e-02 3.848742269228980106e+00 1.000000278805557086e+00 3.766965045639234926e-05
3.045941699235131528e-03 1.163369310874090914e-02 3.808150599283742110e+00 1.000002688451954169e+00 3.979861444467793202e-05
3.242664289698299340e-03 1.215953646412954239e-02 3.833000225602675837e+00 9.999927993115939051e-01 4.157542845722525261e-05
4.546853988351577669e-03 1.197963943677410673e-02 3.820380477235294503e+00 1.000006402547288564e+00 4.115689896659575431e-05
5.830611078019042048e-03 1.227249878843325766e-02 3.542630147062075796e+00 1.000005930171859125e+00 3.960116697956422491e-05
3.507884545298024792e-03 1.269867886722454882e-02 3.859269633938910982e+00 1.000000180479731604e+00 3.519648988495988165e-05
