# Tc delta Tdur F0 sigma
5.454397996583544572e-03 1.419632397509654686e-04 6.988636359894480343e-02 9.999984197082399939e-01 4.157668267646930603e-05
4.353985336389927518e-03 1.533715949473565365e-04 6.797521572409623292e-02 9.999994011126857041e-01 4.576580903903846724e-05
5.148062970743771949e-03 1.558607038554501219e-04 6.954147293663145990e-02 9.999951856668356509e-01 4.506244473137569178e-05
5.148062970743771949e-03 1.558607038554501219e-04 6.954147293663145990e-02 9.999951856668356509e-01 4.506244473137569178e-05
4.159574243715262465e-03 1.477581480970207076e-04 7.100863223004942604e-02 1.000001229862227614e+00 3.493924851387676645e-05
3.535011336028133500e-03 1.628014684289934993e-04 6.953619099695673711e-02 1.000002902663543081e+00 4.561807570111807913e-05
4.286085110382191476e-03 1.563780923065032742e-04 6.734884225950478476e-02 9.999978352806465631e-01 3.314294061787784651e-05
4.337450731962767814e-03 1.459445957781252770e-04 6.889098824609690697e-02 9.999928598654953538e-01 3.615739140455087315e-05
3.716457696708620750e-03 1.420442297093143114e-04 6.929760294663785125e-02 9.999990724943298437e-01 3.842708362710646366e-05
4.145806598145659883e-03 1.681463764654208886e-04 6.923815189007523352e-02 1.000009562007379671e+00 3.689112020982838195e-05
5.330167653435274877e-03 1.690435843936400750e-04 6.953939795388773548e-02 1.000007483005479703e+00 4.349990635840762912e-05
4.494751700331534039e-03 1.759227037854274654e-04 7.161390082201202212e-02 1.000006673311683469e+00 3.966493488065757350e-05
4.125915813618895311e-03 1.601380195488485330e-04 7.181793941800193593e-02 1.000004699870034930e+00 3.331125913995884721e-05
4.115749632638839028e-03 1.597033963220697520e-04 7.233277834757256830e-02 1.000003389558733469e+00 4.550072295646693735e-05
4.115749632638839028e-03 1.597033963220697520e-04 7.233277834757256830e-02 1.000003389558733469e+00 4.550072295646693735e-05
3.228636807146884058e-03 1.736091367839697819e-04 7.022641996963702171e-02 1.000008776489330842e+00 4.061181579816717342e-05
3.228636807146884058e-03 1.736091367839697819e-04 7.022641996963702171e-02 1.000008776489330842e+00 4.061181579816717342e-05
3.243938249684191755e-03 1.699250568499704745e-04 6.980444287835713135e-02 1.000009156817483591e+00 4.183316348300908968e-05
4.098779786034734141e-03 1.716692463590712174e-04 6.805701622496461434e-02 1.000006764927757308e+00 4.318946272847404359e-05
4.506850873085305187e-03 1.663614089737909649e-04 6.931748545589937194e-02 9.999996664035611937e-01 4.473737696036547175e-05
4.301413555106291253e-03 1.411183556164833904e-04 7.172059181894761826e-02 9.999930197302726587e-01 4.050818464115382630e-05
5.078819598160595750e-03 1.651731366891186410e-04 6.916718917626857310e-02 9.999987436314016209e-01 3.440673190096435008e-05
3.561953863880147619e-03 1.594651684928448312e-04 6.978130869323126428e-02 1.000005505287892893e+00 4.456565685112314623e-05
4.772309555498732703e-03 1.475805011364422596e-04 7.050334991501176762e-02 9.999942928489630178e-01 3.501130860140978085e-05
4.696236781711528308e-03 1.604862601504620124e-04 6.842093959274275772e-02 9.999939685078079732e-01 3.687956209172269179e-05
3.394909277104937728e-03 1.591261910911336063e-04 7.040730962050256725e-02 1.000000895557452862e+00 4.584366290229938617e-05
4.923485829387369561e-03 1.681362896507574984e-04 6.911200695042209186e-02 1.000006067438832247e+00 3.426796346354547194e-05
4.568482705450120640e-03 1.409498538743542747e-04 7.144113224388523586e-02 9.999969961554627806e-01 3.854492402479215617e-05
4.037360323722538613e-03 1.708004832614532658e-04 7.212799440790848560e-02 9.999985315424778642e-01 4.031116142838012448e-05
4.114050130544930073e-03 1.565799267781744467e-04 7.110216760369474087e-02 9.999956449438019979e-01 4.503371437397390325e-05
3.805545459881688741e-03 1.481321081463045039e-04 7.108878297913676092e-02 1.000000112945762520e+00 4.430383613991624908e-05
4.959792353236125440e-03 1.564586871706541177e-04 7.017531466312858235e-02 1.000007582205377776e+00 3.717913388586732227e-05
5.108682565830205413e-03 1.726645462268656310e-04 6.913859184052885409e-02 1.000000249269009434e+00 4.054780974242600076e-05
3.643004652741380078e-03 1.666868415997298572e-04 7.048404883785686081e-02 9.999959362452093270e-01 4.037047450190174759e-05
3.643004652741380078e-03 1.666868415997298572e-04 7.048404883785686081e-02 9.999959362452093270e-01 4.037047450190174759e-05
3.067111410019404683e-03 1.533484835082005550e-04 6.973081837271824512e-02 9.999993285118485842e-01 4.557429782016804388e-05
4.040813009397459243e-03 1.541797229271323305e-04 7.003790211422242229e-02 1.000007104670185276e+00 3.927368916256408077e-05
3.646154167534228219e-03 1.619512012731357399e-04 6.939573245985593275e-02 1.000008977473292093e+00 3.707740028205982178e-05
4.555531304987585350e-03 1.610302718063906220e-04 6.926762747876119564e-02 9.999955721090679761e-01 3.534802852601468811e-05
4.555531304987585350e-03 1.610302718063906220e-04 6.926762747876119564e-02 9.999955721090679761e-01 3.534802852601468811e-05
4.590900802762525046e-03 1.664173325193603022e-04 7.063405277977508057e-02 9.999960005680640363e-01 4.117031490521941425e-05
4.590900802762525046e-03 1.664173325193603022e-04 7.063405277977508057e-02 9.999960005680640363e-01 4.117031490521941425e-05
4.329645432277685890e-03 1.587646531431361060e-04 7.203196955335519625e-02 9.999998208551298395e-01 3.294224508462670353e-05
4.738075985549899949e-03 1.531450605080421107e-04 6.932977097786437171e-02 9.999922206802106528e-01 3.690000637609612571e-05
4.703539889943722518e-03 1.447819768895117968e-04 6.857773059158649154e-02 9.999988650843046889e-01 4.316936113243692884e-05
4.710203968340410940e-03 1.514648708200904336e-04 6.938135922645941034e-02 9.999921590505672642e-01 4.291474345813680599e-05
4.663674777151426143e-03 1.501528718273249276e-04 6.977114844297020724e-02 1.000005131392998736e+00 3.853138985440999266e-05
4.663674777151426143e-03 1.501528718273249276e-04 6.977114844297020724e-02 1.000005131392998736e+00 3.853138985440999266e-05
4.976050565195358488e-03 1.502262012349633933e-04 6.950894544249643092e-02 1.000004826384036427e+00 3.739698357305295227e-05
3.527186641176738302e-03 1.409815171039112424e-04 7.059374163284994064e-02 9.999967441976873594e-01 4.022522022799752918e-05
3.717760198915377734e-03 1.569548917590853055e-04 6.895754674294296560e-02 9.999935544454062741e-01 3.618463418634261221e-05
3.384405708149948455e-03 1.677888061745468106e-04 6.873784408961268466e-02 1.000001968892018978e+00 3.419031789965925683e-05
4.214895026154331925e-03 1.430468092701622752e-04 6.874522523707352062e-02 9.999998402869296754e-01 4.027800935151433043e-05
4.214895026154331925e-03 1.430468092701622752e-04 6.874522523707352062e-02 9.999998402869296754e-01 4.027800935151433043e-05
4.216677213472429242e-03 1.589717353573253452e-04 7.001948714527106432e-02 9.999965742680991809e-01 3.414388791937774797e-05
4.345167614116407506e-03 1.462543124118832955e-04 6.893037659116452165e-02 1.000002677958073294e+00 4.004225933751749190e-05
3.474650208909135785e-03 1.450760659992528885e-04 6.886263945322383673e-02 1.000001574301933482e+00 3.808680626215264401e-05
4.615733310732998695e-03 1.537510355542259983e-04 7.147608597122308283e-02 9.999945560622620633e-01 4.455546272853837757e-05
5.160958174620249028e-03 1.743358619574488747e-04 6.909032071271982434e-02 1.000007199290577242e+00 3.767317034774352350e-05
5.160958174620249028e-03 1.743358619574488747e-04 6.909032071271982434e-02 1.000007199290577242e+00 3.767317034774352350e-05
3.853131038763828176e-03 1.715528771194844927e-04 6.906948961391545794e-02 1.000001728677449409e+00 4.294883277366596749e-05
4.755048505613777843e-03 1.679372065206167445e-04 6.957388550498773416e-02 1.000009473077813071e+00 3.732926835807380111e-05
3.715026960681724888e-03 1.722234601100215289e-04 6.885706591500770357e-02 1.000009023756397886e+00 3.822523319141085012e-05
3.715026960681724888e-03 1.722234601100215289e-04 6.885706591500770357e-02 1.000009023756397886e+00 3.822523319141085012e-05
3.822126796704336527e-03 1.656924833581240053e-04 6.798779941592368592e-02 9.999996604975548431e-01 3.432594670425717051e-05
3.869939271839484274e-03 1.530569296345434102e-04 7.060068113703549253e-02 9.999953500929495975e-01 4.487893092945938721e-05
3.918571428827143099e-03 1.627805381361229398e-04 6.879095867904967687e-02 9.999973375543329546e-01 3.468643312383929745e-05
3.918571428827143099e-03 1.627805381361229398e-04 6.879095867904967687e-02 9.999973375543329546e-01 3.468643312383929745e-05
4.890998392055319333e-03 1.466624642360054177e-04 6.901286255925456747e-02 9.999991933559694290e-01 4.379448878629260363e-05
4.890998392055319333e-03 1.466624642360054177e-04 6.901286255925456747e-02 9.999991933559694290e-01 4.379448878629260363e-05
4.573442232912297567e-03 1.657910170768690111e-04 6.956344400206071477e-02 1.000006035966479301e+00 3.414376713520889426e-05
3.413069573796598255e-03 1.488954700692858677e-04 7.070044992905909209e-02 9.999958860576205755e-01 4.461461230845149725e-05
4.464859345567569193e-03 1.639295997014142555e-04 6.898410907030243233e-02 9.999947533904878227e-01 3.941942881045787552e-05
4.416905356654135528e-03 1.567600836518672901e-04 6.882969606457148282e-02 1.000007697147909713e+00 3.787803971031468626e-05
3.595154606589309743e-03 1.672604771810231239e-04 7.031852267549949798e-02 1.000004420974723196e+00 4.450971603581670231e-05
3.475067206261825414e-03 1.428972285245543256e-04 6.861419269870286386e-02 9.999926471821312113e-01 3.844276311641046478e-05
5.165665740761209157e-03 1.650998877567749789e-04 7.001669409875511951e-02 9.999958973840020748e-01 4.201953673435380592e-05
3.052525509197635822e-03 1.604425524580770676e-04 7.003198220698196585e-02 1.000004952010177472e+00 3.366206923630811731e-05
3.838871300603306780e-03 1.749474700247629570e-04 6.849798125131330295e-02 1.000004799763683616e+00 3.832667431757555811e-05
3.838871300603306780e-03 1.749474700247629570e-04 6.849798125131330295e-02 1.000004799763683616e+00 3.832667431757555811e-05
4.180290239042268319e-03 1.575312316310921890e-04 6.723066335708978436e-02 9.999932959932161802e-01 3.694599767462458157e-05
4.750325818941192324e-03 1.527962813780125973e-04 7.123554786991194432e-02 9.999914575994476307e-01 4.064131155815942493e-05
4.201734407298839125e-03 1.422527787044218733e-04 7.040672555967771029e-02 9.999978540142636652e-01 3.784264552159135464e-05
4.496006444820885295e-03 1.437307697174526524e-04 7.043591843730531710e-02 9.999919080820340866e-01 3.956381066535204021e-05
4.496006444820885295e-03 1.437307697174526524e-04 7.043591843730531710e-02 9.999919080820340866e-01 3.956381066535204021e-05
3.679908131351480871e-03 1.483521194946679908e-04 6.902235493151492873e-02 9.999925265004943054e-01 4.294891870851333355e-05
3.633263494905114577e-03 1.717461975559415952e-04 6.959709424915760945e-02 9.999997203220470920e-01 3.971338978624351515e-05
4.646709649648549101e-03 1.569161398653275716e-04 6.836620366872241117e-02 1.000007096088114222e+00 4.189397949165771782e-05
3.882816773274164190e-03 1.494715795235584878e-04 7.061998965765517444e-02 9.999952423236931898e-01 4.448942919570432713e-05
4.717529635933602472e-03 1.583670254116860713e-04 7.121787746287441823e-02 9.999927427761228227e-01 3.916691370205594157e-05
4.917459639254148640e-03 1.526694483929987272e-04 7.074273788504502336e-02 9.999931565802333555e-01 4.349213574787986569e-05
3.056748233026845840e-03 1.424261801047462428e-04 6.995532468242632307e-02 9.999944316182537429e-01 4.185433617935347544e-05
4.792407473491133718e-03 1.608560407788767145e-04 6.986589489938013764e-02 9.999942443403611048e-01 4.233340131303931446e-05
4.228092193806119725e-03 1.598301269895315946e-04 6.955049374364412340e-02 1.000006565005530312e+00 3.479861881016841160e-05
4.228092193806119725e-03 1.598301269895315946e-04 6.955049374364412340e-02 1.000006565005530312e+00 3.479861881016841160e-05
2.899887119753356834e-03 1.546439940840674124e-04 6.972801875266050609e-02 9.999955044649923019e-01 4.476585128747707720e-05
3.908114346086406787e-03 1.658255997835050670e-04 7.159303028027397264e-02 1.000007864977460192e+00 4.287343593866692738e-05
4.014106574475005684e-03 1.649791055073219755e-04 6.966202521537726011e-02 9.999953552961238223e-01 3.991667902897692199e-05
4.081459018306414499e-03 1.472471421801568707e-04 6.927038960538678403e-02 1.000002137842703087e+00 4.201398387129991408e-05
3.918466626525007879e-03 1.447832355312783452e-04 6.814660776876153847e-02 9.999948227467828632e-01 4.318206557017056419e-05
3.918466626525007879e-03 1.447832355312783452e-04 6.814660776876153847e-02 9.999948227467828632e-01 4.318206557017056419e-05
3.792597862804870934e-03 1.577823718591199410e-04 6.825152033902430471e-02 1.000006916490502773e+00 4.244322049540727204e-05
2.934651386216645397e-03 1.685012234999807212e-04 6.975252787790262032e-02 1.000008591110521428e+00 3.641051727698438122e-05
3.480776450806501165e-03 1.543307819095171899e-04 6.949441159589254957e-02 1.000002619690254280e+00 4.463933649599466700e-05
5.120989118917715355e-03 1.536949490964923521e-04 6.925561834031074282e-02 9.999933109206274873e-01 4.340474097528965706e-05
4.157793558625506869e-03 1.536651668298852878e-04 6.831153047488164320e-02 9.999987961576152218e-01 4.527879966752953008e-05
4.157793558625506869e-03 1.536651668298852878e-04 6.831153047488164320e-02 9.999987961576152218e-01 4.527879966752953008e-05
4.827434184457378430e-03 1.517983412335829202e-04 7.001451550275752944e-02 9.999916150872882881e-01 3.849441516587118536e-05
4.716708943527853082e-03 1.574830096786083208e-04 6.810942105423854753e-02 1.000006903576730721e+00 4.221193952471757291e-05
4.833932683701892830e-03 1.520661433759484197e-04 7.013048123353958496e-02 1.000003152858069955e+00 4.368463828172736201e-05
4.489581977739444396e-03 1.545405273832556044e-04 6.895601541431184422e-02 1.000001503226434885e+00 4.499504395740074698e-05
4.489581977739444396e-03 1.545405273832556044e-04 6.895601541431184422e-02 1.000001503226434885e+00 4.499504395740074698e-05
3.998052713525705737e-03 1.440911035434851736e-04 7.135388081149594830e-02 9.999942343997036964e-01 3.669009891343739363e-05
3.401744564660462433e-03 1.694420689336876781e-04 7.012788629428559628e-02 1.000006811996919431e+00 3.532834431183382316e-05
3.401744564660462433e-03 1.694420689336876781e-04 7.012788629428559628e-02 1.000006811996919431e+00 3.532834431183382316e-05
4.108279048115469345e-03 1.553080598562721446e-04 7.168362708032974262e-02 1.000005867384968328e+00 4.254754482915281950e-05
3.608412348927968194e-03 1.699067300016901690e-04 7.029089685084692618e-02 1.000002942545616280e+00 3.506238286319586294e-05
3.301376646735514064e-03 1.517034496205651116e-04 7.011443392357920301e-02 9.999918017059101771e-01 3.807865378630751195e-05
4.308078809947386845e-03 1.468599919423997993e-04 7.213630557502716256e-02 9.999927614634698259e-01 3.681056840009385307e-05
4.571744416861596438e-03 1.697060845092811015e-04 7.053447402430032542e-02 1.000009209866439486e+00 4.023801135767305872e-05
4.072806206157270070e-03 1.659378852431991729e-04 7.043708061541559262e-02 9.999998921365521598e-01 3.453309855158568444e-05
3.707724942461618212e-03 1.713890943884943164e-04 6.839762289324806399e-02 1.000008327954973852e+00 4.115501274053496049e-05
3.707724942461618212e-03 1.713890943884943164e-04 6.839762289324806399e-02 1.000008327954973852e+00 4.115501274053496049e-05
3.942436506683487385e-03 1.524505866727112445e-04 6.813993492732205171e-02 9.999970772490862636e-01 3.381653644837134327e-05
4.377751987846824344e-03 1.423308503205397571e-04 6.790740138781635460e-02 9.999954089453307882e-01 4.159766008964089416e-05
4.377751987846824344e-03 1.423308503205397571e-04 6.790740138781635460e-02 9.999954089453307882e-01 4.159766008964089416e-05
3.804043680644651759e-03 1.610055294201488414e-04 6.990346844328231002e-02 9.999942792096719879e-01 4.196241838821107567e-05
