# Tc delta Tdur F0 sigma
4.743819875920624041e-03 1.618863442689285790e-04 6.919833263499912401e-02 9.999952834472903840e-01 4.521033088777586748e-05
5.004353502939276610e-03 1.498495991241885960e-04 7.009606234617279941e-02 1.000001481065569076e+00 4.571152714482245921e-05
4.253209212410485884e-03 1.557743205874472306e-04 6.753079596748057245e-02 9.999942974570286136e-01 3.400285794471662382e-05
4.309153766960997778e-03 1.766591244065100134e-04 6.820022188903458737e-02 1.000005629567380261e+00 3.672830673246597633e-05
4.993402274237224159e-03 1.656857726187802027e-04 6.867576967084595974e-02 1.000008947137505544e+00 4.409530183341702869e-05
4.306191899591846339e-03 1.642674769312034921e-04 7.075800429990782014e-02 1.000008778941718024e+00 3.456881410784712669e-05
4.227328606559832558e-03 1.466676451920166039e-04 7.027538225765880830e-02 9.999896867273208034e-01 4.192178913248896229e-05
5.768461150841661111e-03 1.624979503174097252e-04 6.820933699003398076e-02 9.999989599901388804e-01 4.240721305858395472e-05
4.067919798920953400e-03 1.445339146458503982e-04 7.156732351973135731e-02 9.999929256836683766e-01 4.463966418299821604e-05
4.067919798920953400e-03 1.445339146458503982e-04 7.156732351973135731e-02 9.999929256836683766e-01 4.463966418299821604e-05
5.528379630319033011e-03 1.625201235956556377e-04 6.840445751305268551e-02 9.999994802519094339e-01 4.240848022680969811e-05
6.040364523001919006e-03 1.627550683500082393e-04 6.837965243453558717e-02 9.999968920514467063e-01 3.915295886485964448e-05
6.040364523001919006e-03 1.627550683500082393e-04 6.837965243453558717e-02 9.999968920514467063e-01 3.915295886485964448e-05
4.050263553649922910e-03 1.745018736449964090e-04 7.021807015486322689e-02 1.000000466109517205e+00 3.797024242462381606e-05
4.050263553649922910e-03 1.745018736449964090e-04 7.021807015486322689e-02 1.000000466109517205e+00 3.797024242462381606e-05
3.944332534059846740e-03 1.504486542021357079e-04 7.186146974367046969e-02 9.999897704334383963e-01 3.886693069061660508e-05
4.003311058599953731e-03 1.555782132631386959e-04 7.054838157379167418e-02 1.000005907558840779e+00 3.396819095129637110e-05
4.765976007493490096e-03 1.600299334469387584e-04 6.695350698883924256e-02 9.999971805220054799e-01 4.234502245149665746e-05
5.081008061485099703e-03 1.524295360207946046e-04 6.536144417469763601e-02 9.999956829766719624e-01 4.078810700884206428e-05
4.012410562936732927e-03 1.579953766125966259e-04 7.109790960617080879e-02 1.000002103675599718e+00 4.670458914110734398e-05
4.927005003805912109e-03 1.691760548632165303e-04 7.019615815292008787e-02 1.000002891123426441e+00 4.569805706441616223e-05
4.254294649486838054e-03 1.707875226990857725e-04 7.203029550716275042e-02 1.000001109392356646e+00 4.488985088110581165e-05
4.471566755669627302e-03 1.583069085141081947e-04 6.959923678717221118e-02 1.000006940653127119e+00 4.463217711118286579e-05
4.634547009038397780e-03 1.652311391311264916e-04 6.718852344191819648e-02 9.999996112620055388e-01 4.128989718410510913e-05
4.371616852906108630e-03 1.518228771007740609e-04 6.872853341616845524e-02 1.000002483869667724e+00 4.571964741940863188e-05
3.791066199805702419e-03 1.461369084652410747e-04 6.820394845234034609e-02 9.999957867938488176e-01 3.394336135856534784e-05
5.460260132792611742e-03 1.544599457634128904e-04 6.778156766704492020e-02 9.999996175962101441e-01 4.019615651041957334e-05
5.460260132792611742e-03 1.544599457634128904e-04 6.778156766704492020e-02 9.999996175962101441e-01 4.019615651041957334e-05
5.248936390797195872e-03 1.607735357360305303e-04 6.971485964585136252e-02 9.999998661097574404e-01 4.674981160241224542e-05
3.894746828057363275e-03 1.510682315768813394e-04 7.114632054827089991e-02 1.000000266857715259e+00 4.621267294619906761e-05
5.487603752409871138e-03 1.565185662851313305e-04 6.734055243335507202e-02 9.999968971827113418e-01 3.787566051565775896e-05
5.984045454997331814e-03 1.630706040319384220e-04 6.723418835657132830e-02 9.999987701091069825e-01 3.810528110504714629e-05
4.873718460379782014e-03 1.679812236640258749e-04 7.005559957994875186e-02 1.000004687391054858e+00 4.577072507783068667e-05
4.338919302034616177e-03 1.510088219432839174e-04 6.948930009722206758e-02 1.000006655243496745e+00 4.094537129041256774e-05
3.658335080612425128e-03 1.667380459407880272e-04 7.145947891182853617e-02 1.000004842920402925e+00 4.587707095972723127e-05
4.283557000575588525e-03 1.553972093534908587e-04 7.188587151287351151e-02 9.999932038412954194e-01 3.492699947696462201e-05
4.997321233370974336e-03 1.758409543983916671e-04 6.962631787217955781e-02 1.000001490557282935e+00 3.958201467581723074e-05
6.154568561710475894e-03 1.604761364030674433e-04 6.744192087191934470e-02 1.000001187290024740e+00 4.148820718396628566e-05
6.154568561710475894e-03 1.604761364030674433e-04 6.744192087191934470e-02 1.000001187290024740e+00 4.148820718396628566e-05
3.612098358865736825e-03 1.556337246242427087e-04 7.083780956951869767e-02 9.999969877591190492e-01 4.654520153986766931e-05
4.829136542312609248e-03 1.693125495190411593e-04 6.953562759394764370e-02 1.000005824587848036e+00 3.361694623148783555e-05
5.054294232679355792e-03 1.778902966970442585e-04 7.036406082933420458e-02 1.000007074543510344e+00 3.948214978348072932e-05
6.349817168861814076e-03 1.565353090426969962e-04 6.772292605745078298e-02 9.999970205831401060e-01 3.802389590167209495e-05
4.674052347031019961e-03 1.386751326722202385e-04 7.134328206547758955e-02 9.999929929297628473e-01 4.076820705895175119e-05
5.773029323462672280e-03 1.595285784499250118e-04 6.802392924939139329e-02 9.999976740214389093e-01 4.218758174319117731e-05
4.861847049869479076e-03 1.501766997446958281e-04 7.051341485358759986e-02 1.000006292548484943e+00 4.042103600945932165e-05
3.868581665501573397e-03 1.734249519216476390e-04 6.873813228174784073e-02 9.999996107069428763e-01 4.173523017744311121e-05
4.203962984890417809e-03 1.470031781474938966e-04 6.829981295613152259e-02 1.000004367357957502e+00 4.114846382291028199e-05
3.091193062380689915e-03 1.515403877141310396e-04 6.934508679321366165e-02 9.999928589129278844e-01 3.481865708571916666e-05
3.787002668314776166e-03 1.733893291444422817e-04 6.887888509532666403e-02 1.000009155355399360e+00 3.627231885705144040e-05
5.301510744881859916e-03 1.685514382627947274e-04 6.988578194848903136e-02 9.999962952096039803e-01 3.787116188352717631e-05
5.301510744881859916e-03 1.685514382627947274e-04 6.988578194848903136e-02 9.999962952096039803e-01 3.787116188352717631e-05
4.949407668579750008e-03 1.546810845098119547e-04 6.880780175585203551e-02 1.000004138586813918e+00 4.548037420431086023e-05
4.420829471244558384e-03 1.716099828523544920e-04 7.002920536639971327e-02 1.000009076087523541e+00 4.321054507109494352e-05
3.855872592233966500e-03 1.600466329780330310e-04 7.113685212570709793e-02 9.999928010712554327e-01 3.711270345274542864e-05
4.267054670742148614e-03 1.460363866655083910e-04 6.937195535949772229e-02 9.999909832956939137e-01 4.336094263384681794e-05
4.365513208118079747e-03 1.735347336235612689e-04 6.895904533131821945e-02 1.000001517079759594e+00 4.339372419673316313e-05
4.365513208118079747e-03 1.735347336235612689e-04 6.895904533131821945e-02 1.000001517079759594e+00 4.339372419673316313e-05
4.676872155838854295e-03 1.588738695070272193e-04 7.018664748884151372e-02 9.999915804153850507e-01 4.018331897617352286e-05
4.671049613887971741e-03 1.729154766602682700e-04 6.861904027627890867e-02 1.000005628914994338e+00 3.475307929922003350e-05
3.737010219797061439e-03 1.519445771691001321e-04 7.165032723507629153e-02 1.000007067496291979e+00 3.835524950688530083e-05
4.157632149574153058e-03 1.603372313345220745e-04 7.040542976716814005e-02 1.000006242379790633e+00 3.335969402916574524e-05
4.037086969960995697e-03 1.392484181289775603e-04 6.893251605867667386e-02 9.999966595194421659e-01 3.821224828130142848e-05
4.157456199239066563e-03 1.460856071458696125e-04 6.897636666177814346e-02 9.999897001735369440e-01 3.973567654823271784e-05
3.298881770230424615e-03 1.426079626064461847e-04 7.058371675927900546e-02 1.000000532972765699e+00 3.722912248441446900e-05
4.509001932291478720e-03 1.651389727207953808e-04 7.053325951873322397e-02 1.000008212107511341e+00 4.432268157623808920e-05
4.509001932291478720e-03 1.651389727207953808e-04 7.053325951873322397e-02 1.000008212107511341e+00 4.432268157623808920e-05
4.571072780918519762e-03 1.637244070388951497e-04 7.021101043119171159e-02 9.999956512322852875e-01 3.535011835906408476e-05
4.855490054822851620e-03 1.772067451586851463e-04 7.042862554025169919e-02 1.000003813979782441e+00 3.970451049098285093e-05
4.855490054822851620e-03 1.772067451586851463e-04 7.042862554025169919e-02 1.000003813979782441e+00 3.970451049098285093e-05
5.440526730378383857e-03 1.608203188154428451e-04 6.660449533099421782e-02 1.000001639450960544e+00 3.995390945880441684e-05
5.440526730378383857e-03 1.608203188154428451e-04 6.660449533099421782e-02 1.000001639450960544e+00 3.995390945880441684e-05
3.997813563592564345e-03 1.627731287788511708e-04 6.902713922506886757e-02 1.000009769892320488e+00 3.644076517330139203e-05
4.387603691513745907e-03 1.460164916771732654e-04 6.998925822639218142e-02 1.000003891023140801e+00 3.893545949965408466e-05
6.391575896648286903e-03 1.585059801344998486e-04 6.805687544901996289e-02 1.000001035446994591e+00 3.991763996781509417e-05
4.300216704521214739e-03 1.512050996471050882e-04 7.052176807294902039e-02 1.000000983494604867e+00 3.300208017762301129e-05
4.855190362788065761e-03 1.467459725420863250e-04 6.860766796000188072e-02 9.999977152265335789e-01 4.546442079572656853e-05
4.155880975419544432e-03 1.733249411639687905e-04 7.176586974797445617e-02 1.000008456355292674e+00 4.302231278462480236e-05
3.498069275197863981e-03 1.709140249728546325e-04 7.017248509843766746e-02 1.000001103567617955e+00 3.487678510595349147e-05
5.536779459384626179e-03 1.559594027447415573e-04 6.526271471805886182e-02 9.999976936841205033e-01 4.168904226829610213e-05
4.278477469714846160e-03 1.616018805301443900e-04 7.168393968478371792e-02 1.000009351488547749e+00 3.615101885570651301e-05
5.225131672853509934e-03 1.638255470151993428e-04 6.685171166677156274e-02 1.000000507135383465e+00 4.098056764643464905e-05
5.378865707884754321e-03 1.624452720071344752e-04 6.589894882164888668e-02 9.999980802014565295e-01 4.121347062490140182e-05
5.430753190394543850e-03 1.544523988671540047e-04 6.782553654228695716e-02 9.999986759984773599e-01 4.013398815948415358e-05
5.430753190394543850e-03 1.544523988671540047e-04 6.782553654228695716e-02 9.999986759984773599e-01 4.013398815948415358e-05
3.251055977705162581e-03 1.509972396205000553e-04 7.070800373412768070e-02 1.000006013586106857e+00 3.683964348491610617e-05
4.924279170062738353e-03 1.629653925669827415e-04 6.598739948482630624e-02 9.999988136492992119e-01 3.869442809446593557e-05
4.462039560283813378e-03 1.683287991022773555e-04 6.883586843835647062e-02 9.999978911917472013e-01 4.403774350412577808e-05
4.378272903884282419e-03 1.408462164583931472e-04 6.987749749957114509e-02 9.999992332103829762e-01 3.846607455829799920e-05
4.378272903884282419e-03 1.408462164583931472e-04 6.987749749957114509e-02 9.999992332103829762e-01 3.846607455829799920e-05
4.064496029336298055e-03 1.483868964831336031e-04 7.042584350682272454e-02 9.999900168925345278e-01 3.858818159046665971e-05
4.381254144632369674e-03 1.644612587804751536e-04 6.872000187582724684e-02 9.999939740853525105e-01 3.885265311673889358e-05
4.381254144632369674e-03 1.644612587804751536e-04 6.872000187582724684e-02 9.999939740853525105e-01 3.885265311673889358e-05
4.968203025541857720e-03 1.538026529120433349e-04 7.074550528307788078e-02 1.000006434894086693e+00 3.550921822237712772e-05
5.054489366528379379e-03 1.632784709859414819e-04 6.918969801807596520e-02 1.000009553600363033e+00 4.256316653211783362e-05
4.993590536530256863e-03 1.622560090180337423e-04 7.069768702347241363e-02 9.999935455833790510e-01 3.749612893071778815e-05
3.535411807647804994e-03 1.497959470910309649e-04 7.034625388523661760e-02 9.999948112285681479e-01 3.383194784328512361e-05
3.980551180687755264e-03 1.665186684231577461e-04 7.163963901358597064e-02 9.999948546565329277e-01 4.053925602350495381e-05
4.576048768115521803e-03 1.685838153824574981e-04 6.977674542210732245e-02 1.000008408996051257e+00 3.471241942981485667e-05
3.342819626258840271e-03 1.584389554419463205e-04 6.998061048548326335e-02 1.000005546527068967e+00 3.334390616361495842e-05
5.260974737030910120e-03 1.546811138046614328e-04 6.688368731645716325e-02 9.999961334650537825e-01 3.980322495200915326e-05
4.816627834744464931e-03 1.759084595083201580e-04 7.116710552160587788e-02 1.000002179418714832e+00 4.061653708614721591e-05
5.438884208419932087e-03 1.502132608996981469e-04 6.972827169510470435e-02 9.999904763205549330e-01 3.780790584979079301e-05
5.438884208419932087e-03 1.502132608996981469e-04 6.972827169510470435e-02 9.999904763205549330e-01 3.780790584979079301e-05
5.319181270322922983e-03 1.627728001008610186e-04 7.017712250390968631e-02 9.999935361631308028e-01 4.211971689127368108e-05
4.656865572104804119e-03 1.487811152131704765e-04 7.133215491768762906e-02 9.999899174624949927e-01 3.926177520746172895e-05
4.100275254774424227e-03 1.554697182429872328e-04 6.903340096886244337e-02 1.000006646300176882e+00 4.364812736729301539e-05
3.696889958345897509e-03 1.521299706773883550e-04 7.155876399309375746e-02 1.000005829064828378e+00 3.577970142809327222e-05
4.309769699206399129e-03 1.621963950509938473e-04 6.750845658674264893e-02 9.999930030581817286e-01 3.927345542142860472e-05
4.159159991303930382e-03 1.409234193248047975e-04 6.917316682081529888e-02 9.999992061609588312e-01 4.083996272343352489e-05
4.991565368135504610e-03 1.615393506940832698e-04 6.627622132202494465e-02 9.999992242149694510e-01 3.853549229546007640e-05
4.784611487031083243e-03 1.632992224924253316e-04 6.608631940205372812e-02 1.000000208785877254e+00 3.935085466073651791e-05
3.814084134909717649e-03 1.633186480145415193e-04 7.154463053757886826e-02 1.000009241382734171e+00 4.284654252830613695e-05
3.814084134909717649e-03 1.633186480145415193e-04 7.154463053757886826e-02 1.000009241382734171e+00 4.284654252830613695e-05
5.071143529691540808e-03 1.590941922804582436e-04 6.883446807878974838e-02 1.000009386683978096e+00 3.809446361425109997e-05
4.318700968807022422e-03 1.618095899783537775e-04 7.081171857035159500e-02 1.000010029587284688e+00 4.054453780392522377e-05
5.779092240901922972e-03 1.586976045605338116e-04 6.892827011611322996e-02 9.999976423673707648e-01 3.853296754392743998e-05
3.290912884093291635e-03 1.464098843494861788e-04 6.901173346426907329e-02 9.999916972768290169e-01 4.365985517483458877e-05
5.678639873930205195e-03 1.575139099899805798e-04 6.711183499519092488e-02 9.999985154324295689e-01 4.138331145367835204e-05
4.874230749984061195e-03 1.609568335638560371e-04 6.680257296489222618e-02 9.999973932153883860e-01 4.050457183778789343e-05
3.013078092698205646e-03 1.438096916549903663e-04 6.992453466856231314e-02 9.999952407610148697e-01 3.509277092538233117e-05
5.138289537332224599e-03 1.742166774641894158e-04 7.050401905874752184e-02 1.000001810904002975e+00 4.252600741313302698e-05
3.614783467621451862e-03 1.569065824426701895e-04 7.123917205302998656e-02 9.999977552042643714e-01 4.634541494249292694e-05
3.838723508158746467e-03 1.764511802947082216e-04 6.935536912332145032e-02 1.000003650090424800e+00 3.850265537284711527e-05
6.065726660626470645e-03 1.596006253654946622e-04 6.627493482487438470e-02 1.000000112273011998e+00 3.892722862047143971e-05
3.829761911647716621e-03 1.681968301346873772e-04 7.177167748916433998e-02 1.000010811147645340e+00 3.851907716342162978e-05
4.173632246965340575e-03 1.607840171204637084e-04 6.996520730449230785e-02 1.000009894785116593e+00 3.959398183539697316e-05
5.712275199271525661e-03 1.570951817578023575e-04 6.860116538021172883e-02 9.999974913676831223e-01 4.116402571532423266e-05
5.712275199271525661e-03 1.570951817578023575e-04 6.860116538021172883e-02 9.999974913676831223e-01 4.116402571532423266e-05
4.093277160162708816e-03 1.761335153193990257e-04 7.145408389664709148e-02 1.000005771513019504e+00 4.205119504589008463e-05
4.093277160162708816e-03 1.761335153193990257e-04 7.145408389664709148e-02 1.000005771513019504e+00 4.205119504589008463e-05
4.123044364498236469e-03 1.607107230579596412e-04 7.142539668221128957e-02 9.999927665477484906e-01 3.831085599147541880e-05
4.042644616350808684e-03 1.506261925243447238e-04 6.829104488857179467e-02 9.999980848651143228e-01 3.305083832165197564e-05
4.042644616350808684e-03 1.506261925243447238e-04 6.829104488857179467e-02 9.999980848651143228e-01 3.305083832165197564e-05
3.907169389395233339e-03 1.391492970250877992e-04 7.177216699157523694e-02 9.999942747242230867e-01 4.095042942603994686e-05
4.136696311752320609e-03 1.718352739027023690e-04 6.727194214903817193e-02 9.999988378644957265e-01 4.182974801411026275e-05
5.672206143935293321e-03 1.605006978964594795e-04 6.577264029510522525e-02 9.999977805429565159e-01 3.911471728056935699e-05
3.414781427209703790e-03 1.749650139896255822e-04 6.880357566079536857e-02 1.000006640103319633e+00 4.268734076532718335e-05
4.044083801937936595e-03 1.568928706329064551e-04 6.856211598423053721e-02 1.000005584322107177e+00 4.474914736578691272e-05
3.155126923010662110e-03 1.470647853175212989e-04 7.044834197111543572e-02 1.000000646041936392e+00 4.448593278750047114e-05
4.292166075331227404e-03 1.499124705028085454e-04 7.203427527586415968e-02 1.000003730973526128e+00 3.501845664892503588e-05
4.114891937659480303e-03 1.475243125779234844e-04 6.747862196630360909e-02 9.999944581059687643e-01 4.505011695851409217e-05
4.192652351901617058e-03 1.491960098922442903e-04 6.857822080882264304e-02 9.999902053084657183e-01 4.122862175667151756e-05
3.906893823146385947e-03 1.412912365496983536e-04 7.098941750817688856e-02 9.999992628543369344e-01 4.081849148668469188e-05
4.487395616788333874e-03 1.634024989615309113e-04 6.808691130298068217e-02 1.000007057200580585e+00 3.388341888641829619e-05
4.487395616788333874e-03 1.634024989615309113e-04 6.808691130298068217e-02 1.000007057200580585e+00 3.388341888641829619e-05
4.211673335008422892e-03 1.701717936494371523e-04 6.794157932086936080e-02 1.000000674038453718e+00 3.501822618401740706e-05
3.316143013666082717e-03 1.579827587387482685e-04 7.071441175212427044e-02 1.000001553685647693e+00 4.628067432022329374e-05
3.658744839101217561e-03 1.517519681770615979e-04 7.129524599610163882e-02 9.999907413502242548e-01 4.202837256998981109e-05
4.172668766960652142e-03 1.632898074891449139e-04 6.947031431582620375e-02 9.999936103289241984e-01 4.044345054632161071e-05
4.627884674873496140e-03 1.685954720832182009e-04 7.121989211837820299e-02 1.000004666178978763e+00 4.512636466661251408e-05
4.627884674873496140e-03 1.685954720832182009e-04 7.121989211837820299e-02 1.000004666178978763e+00 4.512636466661251408e-05
4.128247479985566737e-03 1.601334588932179059e-04 7.072221259212639610e-02 1.000003847516624855e+00 4.584985977005600662e-05
6.137713905042176121e-03 1.611815874269164229e-04 6.603656492137399692e-02 9.999993868812520059e-01 3.990425132980634831e-05
5.106203229752546979e-03 1.633562530435700108e-04 7.053387947115381806e-02 9.999960002401876435e-01 4.439924773850179778e-05
5.069670357194064336e-03 1.582576087655760886e-04 6.534168939854462232e-02 9.999984922854618929e-01 4.046591335453429727e-05
4.946687641945279879e-03 1.552765952179784026e-04 7.006459341013435149e-02 9.999980151195144717e-01 4.622461127156446984e-05
4.840401721737504215e-03 1.675250406383259490e-04 7.010753252224641296e-02 1.000004232884845079e+00 4.533494818510357013e-05
3.820149517496131131e-03 1.708787899897815034e-04 7.075083781092263158e-02 1.000010409457384508e+00 4.026690781473440001e-05
3.823049885869386766e-03 1.768458816253054664e-04 6.931049840873243495e-02 1.000005659959307458e+00 3.892762751047762986e-05
3.813213497314470180e-03 1.493768263671100226e-04 6.942985973907936370e-02 1.000004285706656670e+00 4.265838402171985019e-05
3.757142512164697579e-03 1.474821858917996697e-04 6.816558749903553482e-02 1.000000326051033284e+00 4.459062180576238877e-05
5.016169565328069957e-03 1.637284902083116348e-04 6.956021835817892407e-02 9.999954470384706529e-01 3.606887392546302348e-05
3.035362248804206187e-03 1.410730216835801932e-04 7.007796706229700578e-02 9.999920269850246513e-01 3.882112442833198369e-05
3.035362248804206187e-03 1.410730216835801932e-04 7.007796706229700578e-02 9.999920269850246513e-01 3.882112442833198369e-05
3.993285398900141281e-03 1.425943678869693524e-04 7.014315520270555937e-02 1.000000507372517555e+00 4.051696845939972100e-05
3.993285398900141281e-03 1.425943678869693524e-04 7.014315520270555937e-02 1.000000507372517555e+00 4.051696845939972100e-05
4.758768869318218131e-03 1.528557182136210352e-04 6.896110304309381600e-02 1.000005899073654225e+00 3.588180920507421566e-05
4.267303710145116391e-03 1.470623067963886096e-04 6.880164654271102298e-02 9.999998588594231075e-01 3.435597255751404787e-05
4.124239077848666779e-03 1.552752870457899353e-04 6.942002345712365574e-02 9.999993524499459774e-01 3.263668924217995570e-05
3.927310280744576720e-03 1.544835782176300716e-04 7.055861975717191148e-02 9.999927751571863199e-01 4.401752284335311440e-05
4.995012338975493571e-03 1.622517827979529255e-04 7.083474464926395320e-02 9.999944804636344831e-01 3.654949436002744083e-05
4.514388817645730023e-03 1.575560058526986635e-04 6.795977914140299836e-02 9.999966348460974652e-01 4.577174718743267311e-05
4.343357530032634917e-03 1.615197409897047313e-04 7.085204177466918052e-02 9.999932239425874947e-01 3.860015589637260329e-05
4.314196199154810007e-03 1.669431984620688722e-04 6.873292227122612674e-02 9.999957058472430660e-01 4.131576096182572436e-05
3.897449532469399180e-03 1.606388960826426874e-04 7.171557626466378010e-02 9.999989172337067078e-01 3.299168098304128835e-05
4.675319880594198951e-03 1.453114276617981646e-04 6.927378481972057411e-02 9.999910832284889528e-01 3.775599953872155992e-05
3.847808033099572866e-03 1.591691973873162564e-04 7.017108948589685646e-02 1.000008058986487702e+00 4.275356768956628311e-05
4.458493588677399366e-03 1.437521615418726540e-04 6.987369462312018054e-02 9.999990243687196800e-01 3.584234605013185491e-05
3.670821582652888937e-03 1.645731669487319907e-04 6.827176434748175038e-02 1.000001049603730818e+00 4.577945062646461327e-05
4.540521456535238920e-03 1.710314385807837063e-04 6.994502771956986886e-02 1.000000327479522388e+00 3.594075533815539015e-05
4.540521456535238920e-03 1.710314385807837063e-04 6.994502771956986886e-02 1.000000327479522388e+00 3.594075533815539015e-05
4.572089364067465078e-03 1.717269347758142379e-04 6.973737197885433725e-02 1.000010176672318174e+00 3.861752444480331264e-05
4.898403495442370248e-03 1.652529231128097530e-04 7.040839774747795210e-02 1.000001319069621086e+00 4.567234894206279782e-05
4.932159055656741564e-03 1.658606488438752900e-04 7.036413702954684435e-02 1.000008621262177932e+00 4.326057980081873447e-05
3.613390156537783782e-03 1.518764780660524373e-04 7.124955596581458717e-02 9.999911102242712291e-01 3.772821724882782286e-05
4.289172565605597898e-03 1.513333288636998044e-04 6.746703947762158760e-02 1.000005937311909898e+00 3.741304774733447003e-05
3.675682248522861573e-03 1.448015961056052102e-04 6.881777837354255412e-02 1.000002373642369546e+00 3.970341429013303839e-05
2.860238015342866924e-03 1.459387604915024245e-04 6.985692054209130530e-02 1.000000931278821170e+00 4.339620574935192533e-05
4.500045725491758075e-03 1.518864193585433089e-04 6.974344304568415309e-02 9.999913323893603323e-01 3.735499309164840058e-05
3.458079478146372510e-03 1.641579564184021927e-04 6.952744463460787394e-02 1.000009853650295488e+00 4.110144096950952240e-05
3.405747341233236747e-03 1.443442218406332646e-04 7.041098393304612291e-02 9.999997204445449928e-01 4.314327899417221679e-05
2.826546656157627457e-03 1.688116431677913443e-04 6.977813557016612767e-02 9.999967727144096763e-01 4.077395555925194810e-05
2.826546656157627457e-03 1.688116431677913443e-04 6.977813557016612767e-02 9.999967727144096763e-01 4.077395555925194810e-05
4.364744573210316281e-03 1.740412454984393360e-04 6.990576757161115484e-02 1.000002246358265845e+00 4.218524264921458792e-05
3.383015777409979774e-03 1.539227463772588746e-04 6.893359743293030195e-02 9.999912809925145529e-01 4.183126178616034218e-05
3.383015777409979774e-03 1.539227463772588746e-04 6.893359743293030195e-02 9.999912809925145529e-01 4.183126178616034218e-05
3.803662890327991208e-03 1.399388709191065139e-04 7.051701420227027284e-02 9.999937442913700014e-01 4.044755068774073624e-05
2.862590208575925554e-03 1.612571222741408360e-04 6.978080183967774741e-02 1.000009437290042102e+00 3.772480023869471299e-05
5.167948158797834590e-03 1.568060452705369691e-04 7.018135898019790819e-02 1.000008152690392560e+00 3.753158590039487494e-05
5.167948158797834590e-03 1.568060452705369691e-04 7.018135898019790819e-02 1.000008152690392560e+00 3.753158590039487494e-05
4.207160109520727276e-03 1.666317092967228755e-04 7.179773116341128802e-02 1.000007193089289981e+00 3.427390847533799592e-05
3.842017664366870200e-03 1.609804147638726546e-04 7.078519033888673595e-02 1.000006672630693316e+00 3.408791053211306012e-05
3.842017664366870200e-03 1.609804147638726546e-04 7.078519033888673595e-02 1.000006672630693316e+00 3.408791053211306012e-05
3.890851830316802151e-03 1.467508281950643026e-04 7.177068289346850982e-02 1.000003359619305421e+00 3.788402923673665345e-05
4.415167367609357241e-03 1.536303722149685684e-04 6.989648049513665085e-02 1.000007174205959304e+00 3.862654396172407250e-05
4.153137463065566248e-03 1.583388897623808805e-04 7.108374425668029239e-02 9.999934121217191052e-01 4.344624852347139159e-05
3.888088485735519129e-03 1.577268044733755434e-04 7.158182213445363207e-02 9.999924164661903037e-01 3.774265239281108446e-05
3.888088485735519129e-03 1.577268044733755434e-04 7.158182213445363207e-02 9.999924164661903037e-01 3.774265239281108446e-05
4.983712009787776009e-03 1.515890918195233539e-04 6.898572913803743822e-02 9.999937374683136593e-01 3.482553976091943811e-05
4.054181103237179673e-03 1.549263488084467533e-04 6.783185547654191350e-02 1.000007384370485530e+00 4.113637198363352584e-05
3.949868536872479241e-03 1.551103115453034685e-04 7.105588156393786992e-02 9.999971455033870305e-01 3.321662764290805983e-05
4.466526802650562511e-03 1.730985637629181323e-04 7.165052357353106360e-02 1.000007668788398973e+00 4.249377664400634346e-05
3.917374642392029704e-03 1.575567141465160869e-04 7.190543810724614460e-02 1.000003751468764301e+00 3.311317279864063709e-05
3.823091282428879578e-03 1.563325340432627033e-04 6.791517403168910449e-02 1.000007776535723814e+00 4.134799440354170347e-05
3.823091282428879578e-03 1.563325340432627033e-04 6.791517403168910449e-02 1.000007776535723814e+00 4.134799440354170347e-05
3.290549945313990532e-03 1.460189899363290196e-04 6.895160862894253451e-02 9.999968333186328717e-01 4.453909729629505938e-05
3.744971644223417384e-03 1.431819116767914972e-04 6.984451679122700984e-02 9.999916029957689467e-01 3.841692856627951772e-05
3.788555956882440345e-03 1.403919895787262727e-04 6.918203454464182112e-02 9.999949193988422191e-01 3.820819433426593482e-05
3.788555956882440345e-03 1.403919895787262727e-04 6.918203454464182112e-02 9.999949193988422191e-01 3.820819433426593482e-05
3.988040375032093909e-03 1.696849378334907947e-04 6.750861967084240134e-02 9.999977783699252054e-01 4.151714292318986000e-05
5.084651675783008473e-03 1.755425610790779952e-04 6.886347129335333717e-02 1.000003693976942998e+00 3.843160026987483407e-05
5.003760910121161920e-03 1.704602061865936142e-04 6.887064641141966981e-02 1.000007155586945196e+00 3.504959781458302266e-05
3.976724602478415305e-03 1.475820334118581030e-04 7.116486602850712051e-02 9.999952578985560336e-01 3.448639888874413290e-05
4.464346167923016750e-03 1.641611883575883860e-04 6.981046022359188585e-02 9.999999722989179052e-01 4.547944606834632565e-05
4.054855252265288090e-03 1.461551497700850320e-04 7.200418323851191793e-02 9.999917550121478760e-01 3.704371293844846164e-05
4.054855252265288090e-03 1.461551497700850320e-04 7.200418323851191793e-02 9.999917550121478760e-01 3.704371293844846164e-05
3.672568928043670744e-03 1.571306315859034039e-04 7.136321620700850077e-02 1.000004039958592550e+00 4.513268270981847497e-05
4.181237936073174677e-03 1.551280486779276109e-04 7.245750164185531250e-02 9.999977752037771950e-01 4.586447507757833751e-05
3.482719275554220506e-03 1.738180566306267373e-04 6.982270980402238703e-02 1.000001079857343544e+00 4.068290738469963931e-05
4.067970742086451930e-03 1.676889455918975191e-04 6.999358100676736361e-02 9.999987873550215678e-01 4.398742916920083941e-05
4.067970742086451930e-03 1.676889455918975191e-04 6.999358100676736361e-02 9.999987873550215678e-01 4.398742916920083941e-05
5.120682458367019352e-03 1.516017118669758898e-04 7.040714301694656063e-02 9.999965889399076158e-01 4.550691980745986775e-05
